artDate,artTitle,artContent,sentence,LLM,情緒,文章分類
2023-11-08 17:30:32,電車訂單滿手對打價格戰沒興趣,高層認為他們沒必要像一些競爭對手那樣在電動車上實施價格戰圖為電動車路透財經頻道綜合報導德國汽車製造商週五日預測銷量強勁並表示年頭幾個月的訂單滿手業績基本上符合預期顯示較競爭對手相比更為樂觀高層補充稱他們沒必要像一些競爭對手那樣在電動車上實施價格戰路透報導當被問到是有認為有必要透過降價來刺激電動車需求特別是在市場競爭越演越烈的中國時執行長紀普斯表示這種做法並不在的策略中紀普斯說我們沒有興趣透過降低價格來獲得市占率這不是我們的策略正如你所看到的即使在可接受的價格範圍我們仍能實現大幅成長純電動車銷量在占總銷量的超過所設定的目標高價位的車型像是系列改款的和也推動了銷售成長這些高售價及純電動車款的表現推動的營收達到億歐元年增高於調查的名分析師預期雖然淨利減少了不過這主要是在去年收購中國合資公司華晨寶馬多數股權的影響導致基期較高估計汽車部門今年息稅前利潤為至之間今年迄今預計將實現股價週五上漲至歐元奇怪不是說高利率時代大家買電動車變保守連毛利率之王特斯拉都要降價求銷量傳統車廠不跟著降價競爭就是等死怎麼說他們訂單太滿了根本不用降價所以是誰在買,高層認為他們沒必要像一些競爭對手那樣在電動車上實施價格戰圖為電動車路透財經頻道綜合報導德國汽車製造商週五日預測銷量強勁並表示年頭幾個月的訂單滿手業績基本上符合預期顯示較競爭對手相比更為樂觀高層補充稱他們沒必要像一些競爭對手那樣在電動車上實施價格戰路透報導當被問到是有認為有必要透過降價來刺激電動車需求特別是在市場競爭越演越烈的中國時執行長紀普斯表示這種做法並不在的策略中紀普斯說我們沒有興趣透過降低價格來獲得市占率這不是我們的策略正如你所看到的即使在可接受的價格範圍我們仍能實現大幅成長純電動車銷量在占總銷量的超過所設定的目標高價位的車型像是系列改款的和也推動了銷售成長這些高售價及純電動車款的表現推動的營收達到億歐元年增高於調查的名分析師預期雖然淨利減少了不過這主要是在去年收購中國合資公司華晨寶馬多數股權的影響導致基期較高估計汽車部門今年息稅前利潤為至之間今年迄今預計將實現股價週五上漲至歐元奇怪不是說高利率時代大家買電動車變保守連毛利率之王特斯拉都要降價求銷量傳統車廠不跟著降價競爭就是等死怎麼說他們訂單太滿了根本不用降價所以是誰在買,"{""文章分類"": ""性價比方面"",""情緒"": ""負面"",}",,
2023-11-08 20:11:45,新聞特斯拉國道不明物滾過來車主沒,原文連結原文內容特斯拉國道不明物滾過來車主沒動作發佈時間最後更新時間有特斯拉在國道遇到不明物品滾過來當下沒危害行車安全但事後檢查發現包膜掉了一小塊防刮材質也掉漆車主說幸好沒傷到電池板雖然有開自動輔助駕駛系統但車輛沒動作對此專家說特斯拉安全系統是以人和車優先遇到小物品通常會直接開過去摸著白色特斯拉車主好心疼仔細檢查後發現包膜破掉一小角汽車下巴的防刮材質也掉漆車主慶幸沒傷到電池板要檢查輪胎是否漏氣但會有這狀況全是因為晚間點分特斯拉開在國道上突然一個灰白色物品朝車輛滾過來但沒放大看不清楚這圓形像是飛盤的東西疑似就是當時開在最外側那輛廂型車的輪圈蓋車主在臉書社團發文分享說當下不能外切右邊有車也不能上牆左邊是分隔島那就撞上去吧當時前方塞車特斯拉有啟動但沒動作還好沒傷到電池電動車發展促進協會顧問陳禹伯特斯拉只有偵測到車輛及人才會進行閃避的動作其他的物品都會啟動自動緊急煞車但是如果那個物品太小的話它大部分會無視就直接開過去專家說特斯拉的自動輔助駕駛系統安全機制是靠八顆攝影鏡頭透過電腦運算來決定周圍物體是否對車輛造成威脅並不會依單一條件來判斷電動車發展促進協會顧問陳禹伯車輛可能選擇不煞車可能是因為後照鏡或是後攝影機有看到其他的車輛在後方所以為了車輛的安全它可能直接開過去撞上它不會去煞車特斯拉的系統是把人放在第一優先至於車輛不管是汽機車或腳踏車等則是排第二會做閃躲或自動煞車但如果遇到其他物品就會先判斷左右和後方車況來決定是否煞車通常都或直接開過去專家說系統沒這麼神遇到狀況車主還是要自己判斷否則那些刮傷掉漆等無關人命系統不會放在心上心得說明字以上這麼小的物件沒做動才是正常吧不然如果是氣球或紙張也來個閃躲或急煞風險也是不低總之是輔助駕駛不是自動駕駛,原文連結原文內容特斯拉國道不明物滾過來車主沒動作發佈時間最後更新時間有特斯拉在國道遇到不明物品滾過來當下沒危害行車安全但事後檢查發現包膜掉了一小塊防刮材質也掉漆車主說幸好沒傷到電池板雖然有開自動輔助駕駛系統但車輛沒動作對此專家說特斯拉安全系統是以人和車優先遇到小物品通常會直接開過去摸著白色特斯拉車主好心疼仔細檢查後發現包膜破掉一小角汽車下巴的防刮材質也掉漆車主慶幸沒傷到電池板要檢查輪胎是否漏氣但會有這狀況全是因為晚間點分特斯拉開在國道上突然一個灰白色物品朝車輛滾過來但沒放大看不清楚這圓形像是飛盤的東西疑似就是當時開在最外側那輛廂型車的輪圈蓋車主在臉書社團發文分享說當下不能外切右邊有車也不能上牆左邊是分隔島那就撞上去吧當時前方塞車特斯拉有啟動但沒動作還好沒傷到電池電動車發展促進協會顧問陳禹伯特斯拉只有偵測到車輛及人才會進行閃避的動作其他的物品都會啟動自動緊急煞車但是如果那個物品太小的話它大部分會無視就直接開過去專家說特斯拉的自動輔助駕駛系統安全機制是靠八顆攝影鏡頭透過電腦運算來決定周圍物體是否對車輛造成威脅並不會依單一條件來判斷電動車發展促進協會顧問陳禹伯車輛可能選擇不煞車可能是因為後照鏡或是後攝影機有看到其他的車輛在後方所以為了車輛的安全它可能直接開過去撞上它不會去煞車特斯拉的系統是把人放在第一優先至於車輛不管是汽機車或腳踏車等則是排第二會做閃躲或自動煞車但如果遇到其他物品就會先判斷左右和後方車況來決定是否煞車通常都或直接開過去專家說系統沒這麼神遇到狀況車主還是要自己判斷否則那些刮傷掉漆等無關人命系統不會放在心上心得說明字以上這麼小的物件沒做動才是正常吧不然如果是氣球或紙張也來個閃躲或急煞風險也是不低總之是輔助駕駛不是自動駕駛,"{""文章分類"": ""安全性方面"",""情緒"": ""正面"",}",,
2023-11-09 15:56:26,新聞日本電動車充電站荒平均人共用一台難推廣,看到這個新聞就覺得中華民國真的很不會發展產業看到日本充電站少就應該看到這是商機沒有的就由台灣補足台灣到日本廣設充電站用台灣的標準這樣就跟特斯拉在美國成為標準一樣就可以壟斷日本電動車的充電標準否則油車失利轉型電動車也失敗連電池都是韓國中國壟斷中華民國繼續缺席讓人看不到下個世代的發展,看到這個新聞就覺得中華民國真的很不會發展產業看到日本充電站少就應該看到這是商機沒有的就由台灣補足台灣到日本廣設充電站用台灣的標準這樣就跟特斯拉在美國成為標準一樣就可以壟斷日本電動車的充電標準否則油車失利轉型電動車也失敗連電池都是韓國中國壟斷中華民國繼續缺席讓人看不到下個世代的發展,"{""文章分類"": ""性價比方面"",""情緒"": ""負面"",}",,
2023-11-09 21:32:19,討論原廠魚眼太刺眼了吧,我每天晚上都會帶狗散步半小時幾乎都會遇到智障駕駛在照明充足的地方用遠光燈我就會用我手中的手電筒提醒他們對向有人要適時切換但有兩種車款我到現在都還是很難分辨它們到底是不是開遠光那就是代跟特斯拉這兩款車一般狀態就有點刺眼了開遠光更刺眼明顯有別於其他車款遇到這兩款車的時候我抓著手電筒的手都很想抬起至於原文中提到的我不覺得這款車有比較刺眼反倒還蠻正常的原可能是遇到亂調整的題外話成的汽車駕駛會在提醒之後切換而成的機車駕駛多半不會切回去真的很奇怪,我每天晚上都會帶狗散步半小時幾乎都會遇到智障駕駛在照明充足的地方用遠光燈我就會用我手中的手電筒提醒他們對向有人要適時切換但有兩種車款我到現在都還是很難分辨它們到底是不是開遠光那就是代跟特斯拉這兩款車一般狀態就有點刺眼了開遠光更刺眼明顯有別於其他車款遇到這兩款車的時候我抓著手電筒的手都很想抬起至於原文中提到的我不覺得這款車有比較刺眼反倒還蠻正常的原可能是遇到亂調整的題外話成的汽車駕駛會在提醒之後切換而成的機車駕駛多半不會切回去真的很奇怪,"{""文章分類"": ""安全性方面"",""情緒"": ""負面"",}",,
2023-11-10 12:45:58,問題大家覺得年式跟賣的的完,最近殺出一台盤子電車不約而同現降十萬大家覺得年款賣的玩嗎是不是要再等一個半月讓他直接變去年款式價格會更優惠這樣會砍多少我個人不介意買去年款反正我車子會開到報廢為止不知道大家怎麼看,最近殺出一台盤子電車不約而同現降十萬大家覺得年款賣的玩嗎是不是要再等一個半月讓他直接變去年款式價格會更優惠這樣會砍多少我個人不介意買去年款反正我車子會開到報廢為止不知道大家怎麼看,"{""文章分類"": ""性價比方面"",""情緒"": ""負面""}",,
2023-11-10 15:57:37,新聞妻坐別人醋夫開特斯拉連撞,原文連結原文內容心得說明字以上這難道是寧願在上哭泣也不願在特斯拉上放空男友人表示是因為他的車子比較好不然一定會受傷,原文連結原文內容心得說明字以上這難道是寧願在上哭泣也不願在特斯拉上放空男友人表示是因為他的車子比較好不然一定會受傷,"{""文章分類"":""安全性方面"",""情緒"":""負面"",}",,
2023-11-10 16:42:39,新聞用特斯拉開一年半萬公里結果電池掛點花萬,原文連結原文內容用特斯拉開一年半萬公里結果電池掛點花萬元更換電動車的電池耐用與否眾說紛紜美國的研究報告指出電動車需要更換電池的機率相當低但近期一位的車主用車一年半之後電池就壞掉了根據報導頻道採訪一位司機他在年月從原本的更換為年的作為他的用車當時他花了美元約萬元台幣購買延伸閱讀美國研究電動車換電池比例極低自從購買之後這位司機已經省下萬美元約萬元台幣的花費而他從年月開始行駛里程達到萬英里約萬公里電池就壞掉了根據司機表示他平均一天都要行駛到近公里一天使用兩次超級充電站結果在行駛到萬英里時電池顯示衰退過了萬英里後更是嚴重衰退到只剩英里約公里最終電池就完全故障無法使用拿出在年的報告指出的電池在萬英里後只會衰退電池容量但表示退化是因為經常磨損這讓他相當不服氣認為這退化速度太快了他將車載到進行評估被告知更換電池要花費美元約萬元台幣並且建議充電電量行駛英里約公里的使用方式不僅如此也僅給予年的電池保固讓懷疑根本不是給他全新電池而是整新品畢竟實際充飽電後比全新的還少了的電力儘管報告中指出只有的電動車更換過電池但如果過了保固期又遇到電池壞掉勢必得付出一筆鉅額開銷心得說明字以上電粉特粉這是特例電黑不要拿這種特例來自慰打手槍好嗎燃油引擎車快變過去式了,原文連結原文內容用特斯拉開一年半萬公里結果電池掛點花萬元更換電動車的電池耐用與否眾說紛紜美國的研究報告指出電動車需要更換電池的機率相當低但近期一位的車主用車一年半之後電池就壞掉了根據報導頻道採訪一位司機他在年月從原本的更換為年的作為他的用車當時他花了美元約萬元台幣購買延伸閱讀美國研究電動車換電池比例極低自從購買之後這位司機已經省下萬美元約萬元台幣的花費而他從年月開始行駛里程達到萬英里約萬公里電池就壞掉了根據司機表示他平均一天都要行駛到近公里一天使用兩次超級充電站結果在行駛到萬英里時電池顯示衰退過了萬英里後更是嚴重衰退到只剩英里約公里最終電池就完全故障無法使用拿出在年的報告指出的電池在萬英里後只會衰退電池容量但表示退化是因為經常磨損這讓他相當不服氣認為這退化速度太快了他將車載到進行評估被告知更換電池要花費美元約萬元台幣並且建議充電電量行駛英里約公里的使用方式不僅如此也僅給予年的電池保固讓懷疑根本不是給他全新電池而是整新品畢竟實際充飽電後比全新的還少了的電力儘管報告中指出只有的電動車更換過電池但如果過了保固期又遇到電池壞掉勢必得付出一筆鉅額開銷心得說明字以上電粉特粉這是特例電黑不要拿這種特例來自慰打手槍好嗎燃油引擎車快變過去式了,"{""文章分類"": ""安全性方面"",""情緒"": ""負面"",}",,
2023-11-10 17:51:39,新聞用特斯拉開一年半萬公里結果電池掛點,他這個本來就不是正常使用吧拿這個來黑特真的很無聊任何的鋰電池這樣用沒掛掉是運氣管你是還是電動車他開的距離也是過保的距離不是特是因為保外才收費修啊還是我誤會什麼他只計算油錢省多少怎麼沒算相同距離油車保養要作什麼項目跟開銷這個距離的保養費應該也是幾萬電池壞掉只是讓沒有他期望的那麼多電車整體而言使用成本還是省很多拿換大電池來嚇人的無一不是電黑我沒碰過例外,他這個本來就不是正常使用吧拿這個來黑特真的很無聊任何的鋰電池這樣用沒掛掉是運氣管你是還是電動車他開的距離也是過保的距離不是特是因為保外才收費修啊還是我誤會什麼他只計算油錢省多少怎麼沒算相同距離油車保養要作什麼項目跟開銷這個距離的保養費應該也是幾萬電池壞掉只是讓沒有他期望的那麼多電車整體而言使用成本還是省很多拿換大電池來嚇人的無一不是電黑我沒碰過例外,"{""文章分類"": ""性價比方面"",""情緒"": ""負面""}",,
2023-11-11 23:59:17,分享特斯拉中國煥新版開箱,個人感受不喜勿噴哈哈大略分以下幾個方面來說外觀已貼消光車衣台灣好像稱漆面保護膜正面度背面老款比較柔和可愛新款偏銳利帥氣有點縮小版的感覺內裝前座後座座椅包覆性更好環形氛圍燈氣氛燈還不錯後座坐起來比我之前老款舒服太多有時常叫滴滴坐到的漢其實感覺差不多了駕駛感受跟之前老款比差很多偏硬的路感消失了多的是較軟的舒適感現在是的開起來也還是沒什麼路感中國長續航原來是單電機現在雙電機秒比之前有明顯差別其他多了座椅通風前機蓋變好關了兩段式音響聽起來更好車開起來變滿安靜的盲點偵測的小紅點其實大白天看也蠻清楚的方向盤撥桿取消改方向盤左右轉跟螢幕換檔開兩天我已經習慣了一換完車道系統就自己取消不用自己再按一次有點在玩搖桿的感覺訂了套空氣避震但車太新了改裝件都還沒出來螢幕上的表顯的掉電變慢了之前重踩電門開一段直接掉公里現在好像沒這麼誇張雖然在網上一如既往的不少批評說比老款的貴新款長續航萬不加但目前聽說賣的不錯結論真香,個人感受不喜勿噴哈哈大略分以下幾個方面來說外觀已貼消光車衣台灣好像稱漆面保護膜正面度背面老款比較柔和可愛新款偏銳利帥氣有點縮小版的感覺內裝前座後座座椅包覆性更好環形氛圍燈氣氛燈還不錯後座坐起來比我之前老款舒服太多有時常叫滴滴坐到的漢其實感覺差不多了駕駛感受跟之前老款比差很多偏硬的路感消失了多的是較軟的舒適感現在是的開起來也還是沒什麼路感中國長續航原來是單電機現在雙電機秒比之前有明顯差別其他多了座椅通風前機蓋變好關了兩段式音響聽起來更好車開起來變滿安靜的盲點偵測的小紅點其實大白天看也蠻清楚的方向盤撥桿取消改方向盤左右轉跟螢幕換檔開兩天我已經習慣了一換完車道系統就自己取消不用自己再按一次有點在玩搖桿的感覺訂了套空氣避震但車太新了改裝件都還沒出來螢幕上的表顯的掉電變慢了之前重踩電門開一段直接掉公里現在好像沒這麼誇張雖然在網上一如既往的不少批評說比老款的貴新款長續航萬不加但目前聽說賣的不錯結論真香,"{  ""文章分類"": ""使用者體驗"",  ""情緒"": ""正面""}",,
2023-11-12 00:49:25,討論會開著新車去加油站洗車嗎,有時候我覺得很錯亂明明都老人了怎麼發言比還幼稚整天重機都怎樣四輪都怎樣有錢人都怎樣窮人都怎樣先說我窮人啦每週洗車場報道啦但為什麼我三不五時都在洗車場看到高價低價還有特斯拉不算數甚至還有工作室代客洗高價車與鍍膜有錢人真的都不介意送加油站有錢人都不介意工具機台設備的完整性與壽命那有錢人的牛蛙馬怎麼都很少在加油站洗車多有錢才叫有錢廣告都不敢把自己的話說死了這種話題應該不用多教吧有錢人應該都不會上唬爛,有時候我覺得很錯亂明明都老人了怎麼發言比還幼稚整天重機都怎樣四輪都怎樣有錢人都怎樣窮人都怎樣先說我窮人啦每週洗車場報道啦但為什麼我三不五時都在洗車場看到高價低價還有特斯拉不算數甚至還有工作室代客洗高價車與鍍膜有錢人真的都不介意送加油站有錢人都不介意工具機台設備的完整性與壽命那有錢人的牛蛙馬怎麼都很少在加油站洗車多有錢才叫有錢廣告都不敢把自己的話說死了這種話題應該不用多教吧有錢人應該都不會上唬爛,"{""文章分類"": ""使用者體驗"",""情緒"": ""負面""}",,
