artDate,artTitle,artContent,sentence,LLM,情緒,文章分類
2023-01-01 10:48:19,情報慟特斯拉二手價跌好多,八卦是官網特斯拉二手車比很多第三方平台都便宜等等黨會勝利嗎,八卦是官網特斯拉二手車比很多第三方平台都便宜等等黨會勝利嗎,"{""文章分類"": ""性價比方面"",""情緒"": ""正面"",}",,
2023-01-01 22:42:25,問題特斯拉久了會掉電嗎,各位前輩好想買中古特斯拉里程約萬上下的擔心電池久了會掉電越充越少電里程數越少開了年後車子變成垃圾里程連公里都不到另外請問電動車建議買新的還是中古的就好因為有載寵物就算之後賣中古應該也沒人收但是想要負擔輕一點貸款的話現在新車利率有比較低嗎還是建議買中古開即可,各位前輩好想買中古特斯拉里程約萬上下的擔心電池久了會掉電越充越少電里程數越少開了年後車子變成垃圾里程連公里都不到另外請問電動車建議買新的還是中古的就好因為有載寵物就算之後賣中古應該也沒人收但是想要負擔輕一點貸款的話現在新車利率有比較低嗎還是建議買中古開即可,"{""文章分類"":""性價比方面"",""情緒"":""負面"",}",,
2023-01-02 12:47:31,新聞開特斯拉滑手機被勸嗆網友有毛,原文連結原文內容記者王家珩徐兆緯台北報導前電競世界冠軍日前開直播雖然用自動駕駛但雙手卻完全離開方向盤甚至不停滑手機遭大量網友留言罵翻實際上這些行為警方表示都已經違規甚至未握方向盤的部分屬於危險駕車最高可罰二萬四駕駛特斯拉開直播前電競世界冠軍劉偉健這回邊開車邊開直播結果聊天室一排噓聲劉偉健法官在看特斯拉耶人工智能雙手放開雙腳放開它都會到林口科技的發達可不可以接受一下我不需要看前方也不需要握著方向盤雙手離開方向盤還開始滑手機網友留言罵翻還一臉無所謂劉偉健我自動導航為什麼不能看手機我自動導航幹嘛你有毛病是不是聊天室叫你乖乖開車你又在那邊念什麼等等又被檢舉好我開車我開車我開車但依照道路交通處罰管制條例開車滑手機可罰就算是自動駕駛手也得緊握方向盤否則算是危險駕車最高可罰萬民眾當然不好啊而且他又是直播主就會比較容易帶動大家模仿這是一個非常危險的事情建議所有追蹤他的粉絲千萬不要去學習也不要認為這是一個很好英雄主義的事情慘遭網友洗臉後再繼續直播特訓拳擊分鐘時間被館長打爆甚至最後一拳讓他倒地想不到也是這一拳事後說館長公報私仇兩人萬簽的代言合約因此破局但爭議連環爆才因販毒被判刑甚至還被人爆料詐賭現在又惹火館長最誇張還危險駕車邊開直播記者去信沒有取得回應爭議延燒再加上違規行徑恐怕風波難以平息心得說明字以上特粉不意外原文及網址連結心得或意見字不含標點符號,原文連結原文內容記者王家珩徐兆緯台北報導前電競世界冠軍日前開直播雖然用自動駕駛但雙手卻完全離開方向盤甚至不停滑手機遭大量網友留言罵翻實際上這些行為警方表示都已經違規甚至未握方向盤的部分屬於危險駕車最高可罰二萬四駕駛特斯拉開直播前電競世界冠軍劉偉健這回邊開車邊開直播結果聊天室一排噓聲劉偉健法官在看特斯拉耶人工智能雙手放開雙腳放開它都會到林科技的發達可不可以接受一下我不需要看前方也不需要握著方向盤雙手離開方向盤還開始滑手機網友留言罵翻還一臉無所謂劉偉健我自動導航為什麼不能看手機我自動導航幹嘛你有毛病是不是聊天室叫你乖乖開車你又在那邊念什麼等等又被檢舉好我開車我開車我開車但依照道路交通處罰管制條例開車滑手機可罰就算是自動駕駛手也得緊握方向盤否則算是危險駕車最高可罰萬民眾當然不好啊而且他又是直播主就會比較容易帶動大家模仿這是一個非常危險的事情建議所有追蹤他的粉絲千萬不要去學習也不要認為這是一個很好英雄主義的事情慘遭網友洗臉後再繼續直播特訓拳擊分鐘時間被館長打爆甚至最後一拳讓他倒地想不到也是這一拳事後說館長公報私仇兩人萬簽的代言合約因此破局但爭議連環爆才因販毒被判刑甚至還被人爆料詐賭現在又惹火館長最誇張還危險駕車邊開直播記者去信沒有取得回應爭議延燒再加上違規行徑恐怕風波難以平息心得說明字以上特粉不意外原文及網址連結心得或意見字不含標點符號,"{  ""文章分類"": ""使用者體驗"",  ""情緒"": ""負面"",  ""詳細分類"": {""服務方面"": ""負面"",""車輛交付方面"": ""負面"",""性價比方面"": ""負面"",""安全性方面"": ""負面"",""使用者體驗"": ""負面""  }}",,
2023-01-02 18:01:04,討論是不是真的有些四輪覺得自己是大爺,如題本身開特斯拉最近出門覺得找車位很煩都騎家裡超舊機車基本上在路上有機車道騎機車道沒機車道就靠邊邊不爭道不蛇行該待轉就待轉但即時是這樣騎車了還是三不五時被四輪逼就靠在邊邊了還越靠越近最常遇到的都些國產車反而一些名車都不會這樣最近的心得感想,如題本身開特斯拉最近出門覺得找車位很煩都騎家裡超舊機車基本上在路上有機車道騎機車道沒機車道就靠邊邊不爭道不蛇行該待轉就待轉但即時是這樣騎車了還是三不五時被四輪逼就靠在邊邊了還越靠越近最常遇到的都些國產車反而一些名車都不會這樣最近的心得感想,"{""文章分類"":""使用者體驗"",""情緒"":""負面"",}",,
2023-01-02 19:21:24,新聞美國汽車召回排名揭曉第一名超過,原文連結原文內容美國汽車召回排名揭曉第一名超過萬輛車進廠處理結束迎來許多年的數據也立刻揭曉來自美國國家交通安全管理局與已發表的報告顯示美國有至少款汽車被召回其中福特成為在美國召回次數與召回車輛最多的車廠遙遙領先其他汽車品牌這份資料顯示福特在年有多達次的召回總召回量來到萬輛最主要的召回原因是車輛停放時可能會滑動溜走所致有多達約萬輛車集團則有次共萬輛有約萬輛是因為胎壓偵測故障無法告知駕駛所召回第三至第五名則分別為集團的次賓士的次的次而特斯拉則為次影響萬輛車最大的召回原因是窗戶會夾傷駕駛或乘客心得說明字以上銷售量還沒出來以來看福特是賣第二多的沒錯但上課也領先的太誇張了吧特斯拉只有次但量蠻多感覺都是大條的問題銷售第一的豐田榜上無名,原文連結原文內容美國汽車召回排名揭曉第一名超過萬輛車進廠處理結束迎來許多年的數據也立刻揭曉來自美國國家交通安全管理局與已發表的報告顯示美國有至少款汽車被召回其中福特成為在美國召回次數與召回車輛最多的車廠遙遙領先其他汽車品牌這份資料顯示福特在年有多達次的召回總召回量來到萬輛最主要的召回原因是車輛停放時可能會滑動溜走所致有多達約萬輛車集團則有次共萬輛有約萬輛是因為胎壓偵測故障無法告知駕駛所召回第三至第五名則分別為集團的次賓士的次的次而特斯拉則為次影響萬輛車最大的召回原因是窗戶會夾傷駕駛或乘客心得說明字以上銷售量還沒出來以來看福特是賣第二多的沒錯但上課也領先的太誇張了吧特斯拉只有次但量蠻多感覺都是大條的問題銷售第一的豐田榜上無名,"{""文章分類"": ""性價比方面"",""情緒"": ""負面"",}",,
2023-01-02 22:03:33,新聞美國汽車召回排名揭曉第一名超過,,,"{""文章分類"":""性價比方面"",""情緒"":""負面"",}",,
2023-01-03 10:14:48,新聞美國汽車召回排名揭曉第一名超過,先上美國原文新聞原圖這篇新聞報導的時候特斯拉當年只有個召回特斯拉的個召回裡面有個都只是更新修復只有個需要車子回廠截至月只有台車需要回廠第個是有一個車主的第二排座椅少了一個固定裝置所以個召回裡只有台車需要回廠,先上美國原文新聞原圖這篇新聞報導的時候特斯拉當年只有個召回特斯拉的個召回裡面有個都只是更新修復只有個需要車子回廠截至月只有台車需要回廠第個是有一個車主的第二排座椅少了一個固定裝置所以個召回裡只有台車需要回廠,"{""文章分類"": ""安全性方面"",""情緒"": ""中性"",}",,
2023-01-03 12:31:28,新聞又是破紀錄的一年特斯拉年交車,原文連結原文內容又是破紀錄的一年特斯拉年交車成績單揭曉全年總量突破萬輛大關特斯拉正式對外公布年第四季的生產交付結果全年交車成績單也一併揭曉去年第四季特斯拉生產交付數據再創新高單季全球交車總量超過萬輛也讓特斯拉正式成為百萬輛規模的車廠年全球交車總量突破萬輛大關爆量輛台灣特斯拉第四季掛牌再創新高超人氣純電休旅一月中旬開放試駕原文網址根據特斯拉官方公開的數據年第四季旗下全車系合計生產萬輛並在全球市場交付萬輛這兩項數據都是特斯拉的歷史新紀錄輕鬆超越第三季的萬輛總生產量和萬輛的總交付量全球交車破萬輛總產量超過萬輛特斯拉年第三季觸底反彈再創新紀錄原文網址加上第四季的生產交付數據之後讓特斯拉的全年生產量從年的萬躍升到萬輛至於全年交付量則從年的萬輛衝高到萬輛若年第二季沒有受到上海工廠一度停工的影響或許特斯拉去年的總生產量能夠更接近先前馬斯克預期的萬輛關卡光看年第四季的話新款和共計生產輛交付輛至於則是共計生產輛交付輛以年全年的數據來看新款和共計生產輛交付輛而則是共計生產輛交付輛在公開年第四季以及全年生產交付數據的同時特斯拉也一併預告將於美國時間年月日舉辦年第四季和全年的財報會議屆時特斯拉有望對外公開下一座超級工廠的設置地點到底會在韓國印尼加拿大還是墨西哥到時應該就會有正式答案心得說明字以上當初兩年前的規劃是每年成長因為各種缺料跟運送還有生產問題每年第一季股東會都有下修實際目標不過交車量還是從萬萬到萬不斷成長除了這樣的成長幅度很驚人之外更重要的是特斯拉依舊處於供不應求的狀態,原文連結原文內容又是破紀錄的一年特斯拉年交車成績單揭曉全年總量突破萬輛大關特斯拉正式對外公布年第四季的生產交付結果全年交車成績單也一併揭曉去年第四季特斯拉生產交付數據再創新高單季全球交車總量超過萬輛也讓特斯拉正式成為百萬輛規模的車廠年全球交車總量突破萬輛大關爆量輛台灣特斯拉第四季掛牌再創新高超人氣純電休旅一月中旬開放試駕原文網址根據特斯拉官方公開的數據年第四季旗下全車系合計生產萬輛並在全球市場交付萬輛這兩項數據都是特斯拉的歷史新紀錄輕鬆超越第三季的萬輛總生產量和萬輛的總交付量全球交車破萬輛總產量超過萬輛特斯拉年第三季觸底反彈再創新紀錄原文網址加上第四季的生產交付數據之後讓特斯拉的全年生產量從年的萬躍升到萬輛至於全年交付量則從年的萬輛衝高到萬輛若年第二季沒有受到上海工廠一度停工的影響或許特斯拉去年的總生產量能夠更接近先前馬斯克預期的萬輛關卡光看年第四季的話新款和共計生產輛交付輛至於則是共計生產輛交付輛以年全年的數據來看新款和共計生產輛交付輛而則是共計生產輛交付輛在公開年第四季以及全年生產交付數據的同時特斯拉也一併預告將於美國時間年月日舉辦年第四季和全年的財報會議屆時特斯拉有望對外公開下一座超級工廠的設置地點到底會在韓國印尼加拿大還是墨西哥到時應該就會有正式答案心得說明字以上當初兩年前的規劃是每年成長因為各種缺料跟運送還有生產問題每年第一季股東會都有下修實際目標不過交車量還是從萬萬到萬不斷成長除了這樣的成長幅度很驚人之外更重要的是特斯拉依舊處於供不應求的狀態,"{""文章分類"": ""性價比方面"",""情緒"": ""正面""}",,
2023-01-03 12:32:48,情報年月份臺灣汽車市場銷售報告,月份台灣新車市場共掛牌輛電動車賣到第一名絕對是亮點先來看看進口和國產前名還有哪些車款進榜稍後我們也會補上最完整的報導國產進口年最終月的新車銷售統計正式出爐如先前所預測的相同大肆搶灘的在月共掛牌輛不僅是本月的進口車銷售冠軍更超越的輛成為全市場的銷售冠軍稱之為電動新神車也不為過再回到國產車銷售榜部分多數車款的排名變動不大不過在本月交出輛的成績相較於上個月有倍數成長而在進口車方面排名狀況則有大幅度的變動包括等車都是重回排行榜的成員之一太震撼啦啦賣贏輛車電車元年不過進口前賓士之前都有這次退到名該不會客群跑去買了,月份台灣新車市場共掛牌輛電動車賣到第一名絕對是亮點先來看看進和國產前名還有哪些車款進榜稍後我們也會補上最完整的報導國產進年最終月的新車銷售統計正式出爐如先前所預測的相同大肆搶灘的在月共掛牌輛不僅是本月的進車銷售冠軍更超越的輛成為全市場的銷售冠軍稱之為電動新神車也不為過再回到國產車銷售榜部分多數車款的排名變動不大不過在本月交出輛的成績相較於上個月有倍數成長而在進車方面排名狀況則有大幅度的變動包括等車都是重回排行榜的成員之一太震撼啦啦賣贏輛車電車元年不過進前賓士之前都有這次退到名該不會客群跑去買了,"{""文章分類"": ""進口車銷售方面"",""情緒"": ""正面"",}",,
2023-01-04 09:55:23,新聞人奇蹟生還特斯拉衝破公路圍欄墜,原文連結原文內容人奇蹟生還特斯拉衝破公路圍欄墜公尺懸崖成廢鐵聯合報編譯張君堯即時報導美國加州沿海公路驚傳一輛特斯拉電動車從懸崖邊墜落至下方約英尺約公尺的岩石堆上所幸車上的名成人和名兒童皆無受到重傷報導這起事件發生在日上午地點則位於舊金山以南約英里約公里處一個名為魔鬼滑坡的地區官員們表示這輛門白色的特斯拉在號高速公路上向南行駛就在帕西菲卡和蒙塔拉之間的湯姆蘭托斯隧道以南處偏離道路最終衝破圍欄掉下懸崖加州消防局海岸長官波騰格指出我們非常震驚於車上的人在事故中倖存那個懸崖上發生事故並不罕見罕見的是過去並未有很多倖存者但這種類型的事故中倖存下來是非常罕見的波騰格還補充說車上有一名成年男性一名成年女性一名歲男孩和一名歲女孩由於孩童們都被固定在汽車座椅上因此他們最終都安全無虞加州公路巡邏隊的一位發言人認為事發當時特斯拉的自動駕駛功能並未啟動消防隊員從懸崖邊垂降至車輛上方官員表示當消防隊抵達乘客身邊時個人都處於清醒狀態隨後乘客被送醫接受治療官方並未公佈人的身份心得說明字以上全景天窗是不是整個不見了這個事件再次說明繫好安全帶的重要性特斯拉的車體保護性不錯可是如果起火不就完了,原文連結原文內容人奇蹟生還特斯拉衝破公路圍欄墜公尺懸崖成廢鐵聯合報編譯張君堯即時報導美國加州沿海公路驚傳一輛特斯拉電動車從懸崖邊墜落至下方約英尺約公尺的岩石堆上所幸車上的名成人和名兒童皆無受到重傷報導這起事件發生在日上午地點則位於舊金山以南約英里約公里處一個名為魔鬼滑坡的地區官員們表示這輛門白色的特斯拉在號高速公路上向南行駛就在帕西菲卡和蒙塔拉之間的湯姆蘭托斯隧道以南處偏離道路最終衝破圍欄掉下懸崖加州消防局海岸長官波騰格指出我們非常震驚於車上的人在事故中倖存那個懸崖上發生事故並不罕見罕見的是過去並未有很多倖存者但這種類型的事故中倖存下來是非常罕見的波騰格還補充說車上有一名成年男性一名成年女性一名歲男孩和一名歲女孩由於孩童們都被固定在汽車座椅上因此他們最終都安全無虞加州公路巡邏隊的一位發言人認為事發當時特斯拉的自動駕駛功能並未啟動消防隊員從懸崖邊垂降至車輛上方官員表示當消防隊抵達乘客身邊時個人都處於清醒狀態隨後乘客被送醫接受治療官方並未公佈人的身份心得說明字以上全景天窗是不是整個不見了這個事件再次說明繫好安全帶的重要性特斯拉的車體保護性不錯可是如果起火不就完了,"{""文章分類"": ""安全性方面"",""情緒"": ""正面"",}",,
