artDate,artTitle,artContent,sentence,LLM,情緒,文章分類
2023-12-15 10:29:26,新聞正式登陸台灣家用儲能,原文連結原文內容即日起台灣消費者可於官方網站登記訂購並申請安裝成為台灣首批用戶為可儲存電能調控與觀測用電及偵測和因應電力中斷的全整合式家用儲能產品當白天太陽能發電量大於住宅使用的電量時能夠儲存能源以備不時之需例如當夜間太陽能停止發電或是當公共電網緊急停電時可以確保家中電器正常運作同時降低電力成本並提高再生能源的使用率心得說明字以上在美國的售價是美金不知道到時候台灣會賣多少錢不過要裝這個基本應該就是要透天了原文及網址連結心得或意見字不含標點符號,原文連結原文內容即日起台灣消費者可於官方網站登記訂購並申請安裝成為台灣首批用戶為可儲存電能調控與觀測用電及偵測和因應電力中斷的全整合式家用儲能產品當白天太陽能發電量大於住宅使用的電量時能夠儲存能源以備不時之需例如當夜間太陽能停止發電或是當公共電網緊急停電時可以確保家中電器正常運作同時降低電力成本並提高再生能源的使用率心得說明字以上在美國的售價是美金不知道到時候台灣會賣多少錢不過要裝這個基本應該就是要透天了原文及網址連結心得或意見字不含標點符號,"{""文章分類"": ""性價比方面"",""情緒"": ""正面"",}",,
2023-12-15 17:22:03,討論台灣保時捷到底生出來了沒,最好笑的是竟然跑去超充站想要用特斯拉的超充插裕隆集團應該也是充電聯盟的一員都忘記自己惡搞過特斯拉的充電規格嗎不管是還是都應該無法插進才對,最好笑的是竟然跑去超充站想要用特斯拉的超充插裕隆集團應該也是充電聯盟的一員都忘記自己惡搞過特斯拉的充電規格嗎不管是還是都應該無法插進才對,"{""文章分類"": ""性價比方面"",""情緒"": ""負面"",}",,
2023-12-16 00:18:03,新聞輔助駕駛可能遭濫用逾萬輛特斯拉,原文連結原文內容輔助駕駛可能遭濫用逾萬輛特斯拉大量召回路透報導特斯拉正在美國召回配備自動輔助駕駛的車輛總數超過萬輛幾乎涵蓋美國所有的特斯拉汽車召回原因可能無法防止駕駛濫用導致增加碰撞風險美國國家公路交通安全管理局指出在某些情況下啟動駕駛未做到系統啟動後的責任也沒做好在必要時刻干涉或是無法辨識被取消或不參與時的碰撞風險年款年款年款和年款總數來到萬輛在接受彭博採訪時表示自動技術對提高安全性有很大的幫助但前提是系統必須負責任這次的事件是透過優先考慮安全來改善自動系統的一個例子這次的事件名為召回但特斯拉將已更新軟體方式以加強保護措施台灣方面目前台灣特斯拉尚未針對此事回應心得說明字以上穆神的牛皮吹破了實際上特斯拉的自動輔助駕駛在比較權威的評論都是倒數的是落後的追隨者印象派會以為特斯拉強是因為穆神和特粉很會吹,原文連結原文內容輔助駕駛可能遭濫用逾萬輛特斯拉大量召回路透報導特斯拉正在美國召回配備自動輔助駕駛的車輛總數超過萬輛幾乎涵蓋美國所有的特斯拉汽車召回原因可能無法防止駕駛濫用導致增加碰撞風險美國國家公路交通安全管理局指出在某些情況下啟動駕駛未做到系統啟動後的責任也沒做好在必要時刻干涉或是無法辨識被取消或不參與時的碰撞風險年款年款年款和年款總數來到萬輛在接受彭博採訪時表示自動技術對提高安全性有很大的幫助但前提是系統必須負責任這次的事件是透過優先考慮安全來改善自動系統的一個例子這次的事件名為召回但特斯拉將已更新軟體方式以加強保護措施台灣方面目前台灣特斯拉尚未針對此事回應心得說明字以上穆神的牛皮吹破了實際上特斯拉的自動輔助駕駛在比較權威的評論都是倒數的是落後的追隨者印象派會以為特斯拉強是因為穆神和特粉很會吹,"{""文章分類"": ""使用者體驗"",""情緒"": ""負面"",}",,
2023-12-16 15:19:04,新聞全新世代傲然上,月份就在內部訓練試駕過這週末開始各據點也有試乘車進駐根據我駕駛的心得分享幾個相較於升級的特色尺寸與操控很多客人在預賞階段會關心加長的車身車長已經突破米開起來感覺會不會比較大台不好停車等等先說最重要的操控部分這邊我蠻驚訝的以來說轉向的反應甚至比更快更靈敏方向盤打下去的瞬間會覺得車頭很快就跟著擺動彎中的側傾和穩定度也有相同水準然而卻是增重了一百公斤可以說完全不像是一台比更重更長的車多出來的重量就很明顯不過相較於同級對手賓士以及的操控優勢還是存在停車我反而覺得最不需要擔心級距的房車在雙北市區這種超密集地帶本來就不好停開的車主都知道怎麼抓停車位長度多公分其實問題不大我個人都開米的趴趴走了還只有後雷達沒有環景覺得有困難自動停車大法直接開下去就好米漿的自動停車還蠻好用的引擎引擎本體一樣是但是代號多了行程方式從常見的奧圖循環改為米勒循環我對機械專業不是很懂只知道出名的也是用相同循環方式開起來的感受是低轉速順暢不少愛大腳的車主開應該會覺得低速有點畢竟車子較重低速的拉轉變得很順暢加速也有更好的扭力感受比較接近車在低速加油門的自然感系的車主對這種感受應該很熟悉座椅及舒適性我蠻好奇對中型電動房車後座的板凳感會怎麼處理車子大台所以沒這問題的解決方式則是把椅墊加高後座椅墊最前端支撐膝蓋轉折處的部分變高不少坐姿也變得更斜躺舒適度其實比更好也有很多客人反應的座椅比過去的軟後座椅墊太短所以坐起來很詭異在腿長的空間更大也沒有中央地板突起但是椅墊和坐姿的部分沒有調整所以坐起來還是有板凳感很多人關心的價格汎德正式上市之後甚至降價和都沒變預售萬搭配套件選套件再加萬上市後變成萬搭配套件版本入手價變成萬比預售少了萬其實系列很划算就要萬要萬可惜市場主流還是盛行請多支持轎車產品好嗎維修簡單又好叫貨便宜啊,月份就在內部訓練試駕過這週末開始各據點也有試乘車進駐根據我駕駛的心得分享幾個相較於升級的特色尺寸與操控很多客人在預賞階段會關心加長的車身車長已經突破米開起來感覺會不會比較大台不好停車等等先說最重要的操控部分這邊我蠻驚訝的以來說轉向的反應甚至比更快更靈敏方向盤打下去的瞬間會覺得車頭很快就跟著擺動彎中的側傾和穩定度也有相同水準然而卻是增重了一百公斤可以說完全不像是一台比更重更長的車多出來的重量就很明顯不過相較於同級對手賓士以及的操控優勢還是存在停車我反而覺得最不需要擔心級距的房車在雙北市區這種超密集地帶本來就不好停開的車主都知道怎麼抓停車位長度多公分其實問題不大我個人都開米的趴趴走了還只有後雷達沒有環景覺得有困難自動停車大法直接開下去就好米漿的自動停車還蠻好用的引擎引擎本體一樣是但是代號多了行程方式從常見的奧圖循環改為米勒循環我對機械專業不是很懂只知道出名的也是用相同循環方式開起來的感受是低轉速順暢不少愛大腳的車主開應該會覺得低速有點畢竟車子較重低速的拉轉變得很順暢加速也有更好的扭力感受比較接近車在低速加油門的自然感系的車主對這種感受應該很熟悉座椅及舒適性我蠻好奇對中型電動房車後座的板凳感會怎麼處理車子大台所以沒這問題的解決方式則是把椅墊加高後座椅墊最前端支撐膝蓋轉折處的部分變高不少坐姿也變得更斜躺舒適度其實比更好也有很多客人反應的座椅比過去的軟後座椅墊太短所以坐起來很詭異在腿長的空間更大也沒有中央地板突起但是椅墊和坐姿的部分沒有調整所以坐起來還是有板凳感很多人關心的價格汎德正式上市之後甚至降價和都沒變預售萬搭配套件選套件再加萬上市後變成萬搭配套件版本入手價變成萬比預售少了萬其實系列很划算就要萬要萬可惜市場主流還是盛行請多支持轎車產品好嗎維修簡單又好叫貨便宜啊,"{""文章分類"": ""使用者體驗"",""情緒"": ""正面"",}",,
2023-12-17 02:47:48,轉錄廢掉中國車進來你真的,特粉會先崩潰因為如果電動車還是普及的不夠多牌照貨物稅搞不好還能繼續延傳統合資車過鹹水抽稅之後沒啥太大優勢中國車一定是新能源大軍壓境那些離岸成本都狗幹便宜的就算開始抽稅了跟目前台灣在售的其他電動車一台還是會便宜幾十萬以上別忘了特斯拉到時候貨物稅馬力稅全部照收一台會貴到什麼恐怖的程度科科所以開放中國車進口政府抽稅還是抽得很爽沒差但全體車商包含台灣特斯拉都會全力反對可以洗洗睡了,特粉會先崩潰因為如果電動車還是普及的不夠多牌照貨物稅搞不好還能繼續延傳統合資車過鹹水抽稅之後沒啥太大優勢中國車一定是新能源大軍壓境那些離岸成本都狗幹便宜的就算開始抽稅了跟目前台灣在售的其他電動車一台還是會便宜幾十萬以上別忘了特斯拉到時候貨物稅馬力稅全部照收一台會貴到什麼恐怖的程度科科所以開放中國車進政府抽稅還是抽得很爽沒差但全體車商包含台灣特斯拉都會全力反對可以洗洗睡了,"{""文章分類"": ""性價比方面"",""情緒"": ""負面""}",,
2023-12-17 18:04:32,情報號稱要拿下台灣六成電動車市場的,測試車出沒中據聞度電萬有找起步價號稱要拿下台灣六成電動車市場納智捷表示你把大哥的放在哪裡恭喜特斯拉車主們以後不只要跟搶慢充充電樁還要跟搶了,測試車出沒中據聞度電萬有找起步價號稱要拿下台灣六成電動車市場納智捷表示你把大哥的放在哪裡恭喜特斯拉車主們以後不只要跟搶慢充充電樁還要跟搶了,"{""文章分類"": ""性價比方面"",""情緒"": ""負面"",}",,
2023-12-17 23:46:16,新聞輔助駕駛可能遭濫用逾萬輛特斯拉,這個裡面有幾個比較有趣的點如果短時間內被強制停止五次的話會被禁用一個禮拜車內攝影機會提供更明確的分析及警示在螢幕上承上的使用會被更嚴格的控制或者你愛說監視也成有明確承諾的影像不會流出車外之前流出去的那些是不是車內影像不過強制停止滿難的除非你真的在睡覺完全無視警告不然通常第三個警告都滿大聲的第一次是冒出提示第二次是提示藍光不是很確定台灣會哪些措施,這個裡面有幾個比較有趣的點如果短時間內被強制停止五次的話會被禁用一個禮拜車內攝影機會提供更明確的分析及警示在螢幕上承上的使用會被更嚴格的控制或者你愛說監視也成有明確承諾的影像不會流出車外之前流出去的那些是不是車內影像不過強制停止滿難的除非你真的在睡覺完全無視警告不然通常第三個警告都滿大聲的第一次是冒出提示第二次是提示藍光不是很確定台灣會哪些措施,"{""文章分類"": ""安全性方面"",""情緒"": ""負面"",}",,
2023-12-18 10:48:04,情報加油站驚見特斯拉眾人驚訝內行揭原因沒,原來特斯拉真的是油電混合車還三家新聞同時都有這新聞電動車愈來愈普及一名男子近日在加油站看到一台特斯拉在加油島準備加油他超級訝異將其上網詢問網友原因不少人猜測特斯拉車主可能是去加油站買衛生紙或洗車等但有不少內行人表示特斯拉的後保桿有一個發電機需要加或汽油原近日於臉書社團路上觀察學院指出他在某處的加油站看到一台特斯拉停在加油島由於特斯拉是電動車讓他驚訝直呼特斯拉也要加油圖文讓不少網友也疑惑紛紛猜測車主到加油站的可能性開去洗車買咖啡吧換衛生紙啦奇觀應該是剛洗完車吧這是去要洗車券的吧留言中有不少內行人表示特斯拉後保桿有一個發電機需要加油應該是幫後車廂裡面的發電機加油特斯拉後保桿裡面有發電機需要加或的汽油是為了預備車上電池壞掉的發電機但是沒有買特斯拉的人根本不知道後車廂有發電機需要吃油,原來特斯拉真的是油電混合車還三家新聞同時都有這新聞電動車愈來愈普及一名男子近日在加油站看到一台特斯拉在加油島準備加油他超級訝異將其上網詢問網友原因不少人猜測特斯拉車主可能是去加油站買衛生紙或洗車等但有不少內行人表示特斯拉的後保桿有一個發電機需要加或汽油原近日於臉書社團路上觀察學院指出他在某處的加油站看到一台特斯拉停在加油島由於特斯拉是電動車讓他驚訝直呼特斯拉也要加油圖文讓不少網友也疑惑紛紛猜測車主到加油站的可能性開去洗車買咖啡吧換衛生紙啦奇觀應該是剛洗完車吧這是去要洗車券的吧留言中有不少內行人表示特斯拉後保桿有一個發電機需要加油應該是幫後車廂裡面的發電機加油特斯拉後保桿裡面有發電機需要加或的汽油是為了預備車上電池壞掉的發電機但是沒有買特斯拉的人根本不知道後車廂有發電機需要吃油,"{""文章分類"": ""安全性方面"",""情緒"": ""正面"",}",,
2023-12-18 16:22:44,情報號稱要拿下台灣六成電動車市場的,怎麼都沒人想過現在在台灣真正阻擋中低價位純電車的關鍵其實是充電樁看看的即是可以充電但是因為價格差異只佔整個銷售的兩成可以推估主要訴求的對象是誰然後目前願意付超充費用甚至家裡有自有停車位跟充電樁的族群又是哪些如果單特斯拉自己都有一群類似台中那些人人有電充的佔小便宜蹭電仔了到時候的跟大軍感覺會更恐怖啊,怎麼都沒人想過現在在台灣真正阻擋中低價位純電車的關鍵其實是充電樁看看的即是可以充電但是因為價格差異只佔整個銷售的兩成可以推估主要訴求的對象是誰然後目前願意付超充費用甚至家裡有自有停車位跟充電樁的族群又是哪些如果單特斯拉自己都有一群類似台中那些人人有電充的佔小便宜蹭電仔了到時候的跟大軍感覺會更恐怖啊,"{""文章分類"": ""性價比方面"",""情緒"": ""負面"",}",,
2023-12-19 02:58:48,問題充電樁更換與社區管委會的疑問,本身購買的預售屋已經有付壁掛式充電樁未來想買如果自行把充電樁拆掉換成法規上需要管委會另外同意嗎找了超久沒有相關資訊謝謝大家,本身購買的預售屋已經有付壁掛式充電樁未來想買如果自行把充電樁拆掉換成法規上需要管委會另外同意嗎找了超久沒有相關資訊謝謝大家,"{""文章分類"": ""性價比方面"",""情緒"": ""負面"",}",,
