artDate,artTitle,artContent,sentence,LLM,情緒,文章分類
2023-02-12 08:50:05,電車電動車有沒有辦法開年呢,電車跟油車或者混合動力誰耐用這種文真的沒什麼意思但是一堆人覺得電車不會壞人造的東西都會壞比例而已幫大家複習一下結論就是如果正常使用下電車的殘餘價值比純油車還差因為當電池損壞你要付出的代價比車殘值還高特斯拉車主換電池萬歐元是的車價折損外你還得換電池還沒有外場中文報導英文報導第一個萬英里的特斯拉愛好者換了次電池跟次馬達還是在保固內如果過保應該炸掉比較快只能說要買電車買全新的快速脫手不然碰到電池壞掉加起來比買新車還貴,電車跟油車或者混合動力誰耐用這種文真的沒什麼意思但是一堆人覺得電車不會壞人造的東西都會壞比例而已幫大家複習一下結論就是如果正常使用下電車的殘餘價值比純油車還差因為當電池損壞你要付出的代價比車殘值還高特斯拉車主換電池萬歐元是的車價折損外你還得換電池還沒有外場中文報導英文報導第一個萬英里的特斯拉愛好者換了次電池跟次馬達還是在保固內如果過保應該炸掉比較快只能說要買電車買全新的快速脫手不然碰到電池壞掉加起來比買新車還貴,"{""文章分類"": ""性價比方面"",""情緒"": ""負面""}",,
2023-02-13 09:50:21,新聞媽送特斯拉萬現金慶生歲女,原文連結原文內容媽送特斯拉萬現金慶生歲女怒怎不是賓士美國名母親為了幫女兒慶生竟準備輛特斯拉與萬元現金圖翻攝自美國有名母親日前為了幫歲的女兒慶生竟準備了輛全新的特斯拉以及美元約為萬元新台幣的現金當成禮物然而令人意想不到的是女兒看見這份大禮後除了不領情地抱怨這筆現金只是小錢外甚至還不滿母親沒送賓士引發網友熱議美國名母親在影音平台上貼出一段影片內容為她為了幫歲的女兒慶生準備了相當豪華的大禮從影片中可以發現這名母親準備了輛全新的黑色特斯拉並在上面綁了氣球彩花等飾品隨後母親又走進屋內將蒙上雙眼的女兒帶出來讓她親手收下這份驚喜女兒在看到自己的禮物後竟露出相當氣憤且不屑的表情圖翻攝自媽送特斯拉萬現金慶生歲女怒怎不是賓士女兒在看到自己的禮物後竟露出相當氣憤且不屑的表情圖翻攝自不過正當女兒把眼罩取下來時卻瞬間露出相當不屑的表情並不斷地向母親抱怨強調自己不喜歡電動車而是希望獲得輛粉紅色的賓士對此母親雖然向女兒解釋她的預算沒辦法購買賓士但她仍準備了美元的現金無奈女兒依然不領情甚至怒批這是史上最糟的生日女兒因母親沒送粉紅色賓士痛批這是最糟的生日圖翻攝自媽送特斯拉萬現金慶生歲女怒怎不是賓士女兒因母親沒送粉紅色賓士痛批這是最糟的生日圖翻攝自該名母親再看見女兒的反應後相當氣憤於是便把這段影片上傳到網路上希望網友們能夠評評理對此就有不少人認為我會要求她調整自己的態度不然就把所有禮物收回讓她什麼也得不到我一定把車開回去然後送她玩具車我想這一定是惡作劇不然太扯了心得說明大家一般會比較喜歡賓士汽車畢竟電動車充電很不方便而且很多人覺得電動車像玩具一樣安全性及性能都還比不上傳統汽車,原文連結原文內容媽送特斯拉萬現金慶生歲女怒怎不是賓士美國名母親為了幫女兒慶生竟準備輛特斯拉與萬元現金圖翻攝自美國有名母親日前為了幫歲的女兒慶生竟準備了輛全新的特斯拉以及美元約為萬元新台幣的現金當成禮物然而令人意想不到的是女兒看見這份大禮後除了不領情地抱怨這筆現金只是小錢外甚至還不滿母親沒送賓士引發網友熱議美國名母親在影音平台上貼出一段影片內容為她為了幫歲的女兒慶生準備了相當豪華的大禮從影片中可以發現這名母親準備了輛全新的黑色特斯拉並在上面綁了氣球彩花等飾品隨後母親又走進屋內將蒙上雙眼的女兒帶出來讓她親手收下這份驚喜女兒在看到自己的禮物後竟露出相當氣憤且不屑的表情圖翻攝自媽送特斯拉萬現金慶生歲女怒怎不是賓士女兒在看到自己的禮物後竟露出相當氣憤且不屑的表情圖翻攝自不過正當女兒把眼罩取下來時卻瞬間露出相當不屑的表情並不斷地向母親抱怨強調自己不喜歡電動車而是希望獲得輛粉紅色的賓士對此母親雖然向女兒解釋她的預算沒辦法購買賓士但她仍準備了美元的現金無奈女兒依然不領情甚至怒批這是史上最糟的生日女兒因母親沒送粉紅色賓士痛批這是最糟的生日圖翻攝自媽送特斯拉萬現金慶生歲女怒怎不是賓士女兒因母親沒送粉紅色賓士痛批這是最糟的生日圖翻攝自該名母親再看見女兒的反應後相當氣憤於是便把這段影片上傳到網路上希望網友們能夠評評理對此就有不少人認為我會要求她調整自己的態度不然就把所有禮物收回讓她什麼也得不到我一定把車開回去然後送她玩具車我想這一定是惡作劇不然太扯了心得說明大家一般會比較喜歡賓士汽車畢竟電動車充電很不方便而且很多人覺得電動車像玩具一樣安全性及性能都還比不上傳統汽車,"{""文章分類"": ""使用者體驗"",""情緒"": ""負面"",}",,
2023-02-13 12:34:29,討論特斯拉車主的素質,常常看到很多車主素質真的很差補充不是所有人少數車主素質差最常遇到的就是特斯拉車主都會覺得充電車位是特斯拉獨有當然除了特斯拉超充目前是特斯拉獨有沒錯但很多目的地充電車位明明都不是獨有最近又遇到一個案例星期六晚上約莫六七點在新竹巨城地下停車場我朋友的正準備在停充電車位充電樁後退停到一半有位白色車主突然故意插入朋友車後面不讓他停並造成停車場大回堵並且下車大聲對朋友辱罵問說你又不是電動車可以停嗎朋友說是電動車於是他轉身對所有人大聲喊原來可以充電辱罵完後走人的確那個人長的很群組預約充電是只有台中那邊的亂象其他地方我是沒有聽過真的可惜不過時間打出來了還造成停車場大回堵朋友莫名被嗆很不爽而且我也是特斯拉車主我看過多次類似事件覺得不意外不是在取暖是告知眾多特斯拉車主不要亂霸凌其他電動車有時那些特斯拉車主感覺也不是有心的有時只是不懂這個牌子原來也可以充電提醒一下唬爛啥唬爛我其實不是特斯拉車主我也開三年了抱歉我本來想特斯拉社團告知車友不要誤會其他電動車但版主不讓我卡在審核別人都審核過了確實因為目前只有台中很多不收費所以預約亂象只有台中才有確實但因為電動車的模式生態又跟油車很多不一樣所以新型態車主素質差的表現方式提出來討論一下我相信未來很多人踏入電動車可能也會范類似錯誤我朋友當下還以為他做錯所以隔天詢問我是不是只能特斯拉停已經看過太多次了來討論提醒一下,常常看到很多車主素質真的很差補充不是所有人少數車主素質差最常遇到的就是特斯拉車主都會覺得充電車位是特斯拉獨有當然除了特斯拉超充目前是特斯拉獨有沒錯但很多目的地充電車位明明都不是獨有最近又遇到一個案例星期六晚上約莫六七點在新竹巨城地下停車場我朋友的正準備在停充電車位充電樁後退停到一半有位白色車主突然故意插入朋友車後面不讓他停並造成停車場大回堵並且下車大聲對朋友辱罵問說你又不是電動車可以停嗎朋友說是電動車於是他轉身對所有人大聲喊原來可以充電辱罵完後走人的確那個人長的很群組預約充電是只有台中那邊的亂象其他地方我是沒有聽過真的可惜不過時間打出來了還造成停車場大回堵朋友莫名被嗆很不爽而且我也是特斯拉車主我看過多次類似事件覺得不意外不是在取暖是告知眾多特斯拉車主不要亂霸凌其他電動車有時那些特斯拉車主感覺也不是有心的有時只是不懂這個牌子原來也可以充電提醒一下唬爛啥唬爛我其實不是特斯拉車主我也開三年了抱歉我本來想特斯拉社團告知車友不要誤會其他電動車但版主不讓我卡在審核別人都審核過了確實因為目前只有台中很多不收費所以預約亂象只有台中才有確實但因為電動車的模式生態又跟油車很多不一樣所以新型態車主素質差的表現方式提出來討論一下我相信未來很多人踏入電動車可能也會范類似錯誤我朋友當下還以為他做錯所以隔天詢問我是不是只能特斯拉停已經看過太多次了來討論提醒一下,"{""文章分類"": ""安全性方面"",""情緒"": ""負面"",}",,
2023-02-13 13:52:59,問題橫檳推薦嗎,各位前輩們好前陣子在保養的時候有被師傅提醒輪胎差不多了目前在猶豫這條輪胎有先爬文這條的資訊看官網介紹和小三影片的開箱蠻心動特斯拉的也有介紹過以操控和安靜上整體蠻平均的沒有為了性能犧牲舒適性但可能因為是新的輪胎版上沒什麼人討論這條輪胎想問問版上的各位大大有用過這條輪胎的感想嗎,各位前輩們好前陣子在保養的時候有被師傅提醒輪胎差不多了目前在猶豫這條輪胎有先爬文這條的資訊看官網介紹和小三影片的開箱蠻心動特斯拉的也有介紹過以操控和安靜上整體蠻平均的沒有為了性能犧牲舒適性但可能因為是新的輪胎版上沒什麼人討論這條輪胎想問問版上的各位大大有用過這條輪胎的感想嗎,"{""文章分類"": ""使用者體驗"",""情緒"": ""中性"",}",,
2023-02-13 14:31:50,新聞特斯拉賣一輛車的獲利是豐田倍股價較年,原文連結原文內容特斯拉賣一輛車的獲利是豐田倍股價較年初低點漲倍經濟日報編譯季晶晶綜合外電豐田汽車去年到月期間賣出的車每輛的淨利是萬日圓約美元相較下特斯拉每輛車賺萬是豐田的五倍多這個差異顯示豐田多管齊下戰略同時推動汽油車和電動車有其侷限性而特斯拉則受益於純電動車路線日經報導在年月底止的九個月當中豐田的原料成本較一年前增加了兆日圓豐田預計在截至月的會計年度可節約成本億日圓但這顯然與額外增加的成本相差甚遠迥異於豐田有眾多車款供選擇特斯拉僅提供四種高端車款年以來特斯拉的產量和銷量均大幅增長推升獲利能力在月底止的三季裡特斯拉淨利相當於兆日圓接近同期豐田的營收兆日圓特斯拉股價周四勁揚到美元較月日盤中觸及的低點飆高該股今年來大漲表現優於那斯達克指數的上漲另外中國大陸電動車製造商比亞迪每輛車的獲利在萬到萬日圓間快要追上豐田比亞迪去年賣出萬輛電動車包括插電式混合動力車銷量成長倍根據日經若想力壓競爭對手豐田必須提高產量利用規模經濟來降低成本但提高產量說起來容易做起來難豐田周四表示本年度生產目標僅萬輛產量調降萬輛原因是半導體短缺心得說明字以上有這麼大的獲利當然就有空間可以玩大漲與大跌的定價策略而且消費者也願意買單豐田已經是有名的成本控制專家了,原文連結原文內容特斯拉賣一輛車的獲利是豐田倍股價較年初低點漲倍經濟日報編譯季晶晶綜合外電豐田汽車去年到月期間賣出的車每輛的淨利是萬日圓約美元相較下特斯拉每輛車賺萬是豐田的五倍多這個差異顯示豐田多管齊下戰略同時推動汽油車和電動車有其侷限性而特斯拉則受益於純電動車路線日經報導在年月底止的九個月當中豐田的原料成本較一年前增加了兆日圓豐田預計在截至月的會計年度可節約成本億日圓但這顯然與額外增加的成本相差甚遠迥異於豐田有眾多車款供選擇特斯拉僅提供四種高端車款年以來特斯拉的產量和銷量均大幅增長推升獲利能力在月底止的三季裡特斯拉淨利相當於兆日圓接近同期豐田的營收兆日圓特斯拉股價周四勁揚到美元較月日盤中觸及的低點飆高該股今年來大漲表現優於那斯達克指數的上漲另外中國大陸電動車製造商比亞迪每輛車的獲利在萬到萬日圓間快要追上豐田比亞迪去年賣出萬輛電動車包括插電式混合動力車銷量成長倍根據日經若想力壓競爭對手豐田必須提高產量利用規模經濟來降低成本但提高產量說起來容易做起來難豐田周四表示本年度生產目標僅萬輛產量調降萬輛原因是半導體短缺心得說明字以上有這麼大的獲利當然就有空間可以玩大漲與大跌的定價策略而且消費者也願意買單豐田已經是有名的成本控制專家了,"{  ""文章分類"": ""性價比方面"",  ""情緒"": ""負面""}",,
2023-02-13 14:43:50,電車美國特斯拉售價大跳水囉,特斯拉目前在全世界還是電動車市佔最高的廠牌但建議特斯拉還是先把基本的組裝品質搞好再來談品牌價值吧老實說和的外型真的有點落伍了特斯拉再不好好把組裝基本工做好然後改款重新設計一下外型就算特斯拉是電車先驅者但龜兔賽跑的道理大家都懂傳統車廠鴨子划水產品其實已經陸續超越難保未來特不會淪為電動車的二線廠牌賓士等德國的車廠的輔助駕駛系統也已經陸續取得的認證特斯拉的輔助駕駛系統只通過認證然後號稱自動駕駛在賣結果三不五時就有特斯拉車主用生命捍衛信仰上路開自動駕駛撞車上新聞只能說賣信仰的車廠還是有它的一套很會洗腦宣傳有辦法吸引一群不怕死的堅定支持者一時的技術領先不代表永遠領先二戰前後美國福特也是使用生產線模式快速崛起成為全球汽車工業界的新時代領頭羊當時歐洲尤其德國還在兩德分裂和戰後廢墟重建的狀態什麼奧迪賓士寶馬保時捷當時都還不成氣候美國福特汽車的產量當時一家就可以屌打德國所有汽車廠牌福特甚至一個廠牌就獨占美國的汽車市佔率問題是後來美國汽車工業在全世界是怎麼逐漸被德系車和日系車這兩大二戰戰敗國後來居上超車按在地上磨擦的看看美國福特的造車工藝和組裝品質再看看德國車和日本車讓大家願意買單的原因想必大家心中也就有答案了特斯拉如果造車工藝和組裝的基本功沒辦法做好不用十年就會被看破手腳的這個廠牌屆時不過又是一個電動車時代的福特不至於消失但在未來的電動車市場中和福特一樣淪為全球二線廠牌也不是不可能,特斯拉目前在全世界還是電動車市佔最高的廠牌但建議特斯拉還是先把基本的組裝品質搞好再來談品牌價值吧老實說和的外型真的有點落伍了特斯拉再不好好把組裝基本工做好然後改款重新設計一下外型就算特斯拉是電車先驅者但龜兔賽跑的道理大家都懂傳統車廠鴨子划水產品其實已經陸續超越難保未來特不會淪為電動車的二線廠牌賓士等德國的車廠的輔助駕駛系統也已經陸續取得的認證特斯拉的輔助駕駛系統只通過認證然後號稱自動駕駛在賣結果三不五時就有特斯拉車主用生命捍衛信仰上路開自動駕駛撞車上新聞只能說賣信仰的車廠還是有它的一套很會洗腦宣傳有辦法吸引一群不怕死的堅定支持者一時的技術領先不代表永遠領先二戰前後美國福特也是使用生產線模式快速崛起成為全球汽車工業界的新時代領頭羊當時歐洲尤其德國還在兩德分裂和戰後廢墟重建的狀態什麼奧迪賓士寶馬保時捷當時都還不成氣候美國福特汽車的產量當時一家就可以屌打德國所有汽車廠牌福特甚至一個廠牌就獨占美國的汽車市佔率問題是後來美國汽車工業在全世界是怎麼逐漸被德系車和日系車這兩大二戰戰敗國後來居上超車按在地上磨擦的看看美國福特的造車工藝和組裝品質再看看德國車和日本車讓大家願意買單的原因想必大家心中也就有答案了特斯拉如果造車工藝和組裝的基本功沒辦法做好不用十年就會被看破手腳的這個廠牌屆時不過又是一個電動車時代的福特不至於消失但在未來的電動車市場中和福特一樣淪為全球二線廠牌也不是不可能,"{""文章分類"": ""性價比方面"",""情緒"": ""負面""}",,
2023-02-14 11:44:35,情報月市佔率高達交付破,和泰月市佔率高達純電休旅交付破台經濟日報記者邱馨儀台北報導在月份的領牌數來到輛躍居為本月市場純電動車銷售量第一位圖和泰汽車提供今年月台灣汽車市場受到十天年假的影響單月掛牌量僅輛年減雖然各車廠加大販促力道刺激買氣但因整體工作天數較少加上進口車來車整備不及整體領牌數略低於市場預期龍頭車廠和泰車指出展望月雖然經濟面上仍充滿不確定性但在消費者汰舊換新的買氣依然持續以及晶片供應問題持續獲得緩解部分車廠可望加速交車情況下全月總市場預估萬輛可望較去年同期成長和泰車對月車市的預估值與前一日和泰車總經理蘇純興所提出全年車市萬輛的預估互相印證優於去年萬輛市場規模主要考量是國內整體經濟雖有成長減緩的疑慮但全球車用晶片短缺有望緩解加上各國疫情管制鬆綁民間消費回升今年的市場相對樂觀元月台灣車市掛牌只有輛稍微低於原先龍頭和泰車的預估進口車抵台的數量仍充滿不確定因素和泰車原先預估領牌輛以上結果只有輛另外工作天數太少一些進口車也來不及整備不過和泰車異軍突起在月份領牌輛數為輛年減市占率仍高達持續穩居國內市場龍頭也締造元月單月市占率的歷史次高紀錄其中品牌在廂型車上市熱銷的帶動下單一品牌登錄輛市占率上升至旗下冠軍車款單月熱銷輛稱霸全車種銷售冠軍同時超過千台以上的車款還包括了和等四款車輛實屬罕見另外值得關注的還有其旗下純電動車在月份的領牌數亦來到輛躍居為本月市場純電動車銷售量第一位不同於以往春節後車廠促銷熄火今年車廠動作相對積極月延續酷炫豪禮限量優惠活動中華三菱針對商用車提供延長保固看來船期延誤晶片短缺輪胎事件的發生還是不足以撼動的高人氣並在月份掛牌數大舉超越麻豆歪奪下台灣電動車銷量第一名用銷量證明好車的實力,和泰月市佔率高達純電休旅交付破台經濟日報記者邱馨儀台北報導在月份的領牌數來到輛躍居為本月市場純電動車銷售量第一位圖和泰汽車提供今年月台灣汽車市場受到十天年假的影響單月掛牌量僅輛年減雖然各車廠加大販促力道刺激買氣但因整體工作天數較少加上進車來車整備不及整體領牌數略低於市場預期龍頭車廠和泰車指出展望月雖然經濟面上仍充滿不確定性但在消費者汰舊換新的買氣依然持續以及晶片供應問題持續獲得緩解部分車廠可望加速交車情況下全月總市場預估萬輛可望較去年同期成長和泰車對月車市的預估值與前一日和泰車總經理蘇純興所提出全年車市萬輛的預估互相印證優於去年萬輛市場規模主要考量是國內整體經濟雖有成長減緩的疑慮但全球車用晶片短缺有望緩解加上各國疫情管制鬆綁民間消費回升今年的市場相對樂觀元月台灣車市掛牌只有輛稍微低於原先龍頭和泰車的預估進車抵台的數量仍充滿不確定因素和泰車原先預估領牌輛以上結果只有輛另外工作天數太少一些進車也來不及整備不過和泰車異軍突起在月份領牌輛數為輛年減市占率仍高達持續穩居國內市場龍頭也締造元月單月市占率的歷史次高紀錄其中品牌在廂型車上市熱銷的帶動下單一品牌登錄輛市占率上升至旗下冠軍車款單月熱銷輛稱霸全車種銷售冠軍同時超過千台以上的車款還包括了和等四款車輛實屬罕見另外值得關注的還有其旗下純電動車在月份的領牌數亦來到輛躍居為本月市場純電動車銷售量第一位不同於以往春節後車廠促銷熄火今年車廠動作相對積極月延續酷炫豪禮限量優惠活動中華三菱針對商用車提供延長保固看來船期延誤晶片短缺輪胎事件的發生還是不足以撼動的高人氣並在月份掛牌數大舉超越麻豆歪奪下台灣電動車銷量第一名用銷量證明好車的實力,"[  {""文章分類"": ""車輛交付方面"",""情緒"": ""正面"",  },  {""文章分類"": ""性價比方面"",""情緒"": ""正面"",  },  {""文章分類"": ""安全性方面"",""情緒"": ""正面"",  },  {""文章分類"": ""使用者體驗"",""情緒"": ""正面"",  },  {""文章分類"": ""服務方面"",""情緒"": ""正面"",  },]",,
2023-02-15 10:34:06,討論特斯拉車主充電討論,我車主啦今天早上車友群組在討論台中幾乎絕大部分的公有充電樁在上都被有心人故意移除了在價格的欄位還備註人人群組免費他車進入重罰車友轉述群組規定如果非群組內去他們私人管理的公有充電樁充電會去把你的槍拔掉或者排隊時現場車就說他在群組內有排所以他要充笑爛幹拿公有資源做私人管理咧真的支持通通收費慢充度元有一些開特的真的不予置評洗地跳針的一直說我造謠啦看一下我打的都是群組內引出來的東西最後我到底要討論什麼有這麼難懂嗎還專程跑來回文跳針底下留言問了兩次第一次我問副教放錯重點重點是憑什麼管理公有資源排充是三小公有充電樁本來就是憑運氣有就有沒有就沒有排三小第二次我問副教抹黑就是有人不爽才把這事掀出來重點都不是規定不喜歡可以不遵守我就問這地也不是你的充電樁也不是你建的你到底以什麼身份立規定熱心民眾歸剛欸質疑你的就是反串仔抹黑啦,我車主啦今天早上車友群組在討論台中幾乎絕大部分的公有充電樁在上都被有心人故意移除了在價格的欄位還備註人人群組免費他車進入重罰車友轉述群組規定如果非群組內去他們私人管理的公有充電樁充電會去把你的槍拔掉或者排隊時現場車就說他在群組內有排所以他要充笑爛幹拿公有資源做私人管理咧真的支持通通收費慢充度元有一些開特的真的不予置評洗地跳針的一直說我造謠啦看一下我打的都是群組內引出來的東西最後我到底要討論什麼有這麼難懂嗎還專程跑來回文跳針底下留言問了兩次第一次我問副教放錯重點重點是憑什麼管理公有資源排充是三小公有充電樁本來就是憑運氣有就有沒有就沒有排三小第二次我問副教抹黑就是有人不爽才把這事掀出來重點都不是規定不喜歡可以不遵守我就問這地也不是你的充電樁也不是你建的你到底以什麼身份立規定熱心民眾歸剛欸質疑你的就是反串仔抹黑啦,"{""文章分類"": ""使用者體驗"",""情緒"": ""負面""}",,
2023-02-15 11:34:41,討論特斯拉車主充電討論,很久以前我就強烈要求超充趕快收費了還好台特沒有讓我等太久收費之後真的亂象解除猴子走了位子來了現在就是超充的猴子跑到公有地撒野當然要政府跟民間企業一樣的效率是不可能的猴子在台灣一直都是困擾的事情這也沒辦法啊中山大學支持外面充電站全面收費而且要貴一點沒家充就乖乖付錢轉嫁給其他人是三小,很久以前我就強烈要求超充趕快收費了還好台特沒有讓我等太久收費之後真的亂象解除猴子走了位子來了現在就是超充的猴子跑到公有地撒野當然要政府跟民間企業一樣的效率是不可能的猴子在台灣一直都是困擾的事情這也沒辦法啊中山大學支持外面充電站全面收費而且要貴一點沒家充就乖乖付錢轉嫁給其他人是三小,"{""文章分類"": ""安全性方面"",""情緒"": ""負面"",}",,
2023-02-15 13:21:48,討論特斯拉車主充電討論,根據群規及副教說明任何人都能入群不在群組內回報就不會被拔槍根據以上設定優化充電流程入群卡位充電原地退群非群組成員不能回報不會被拔充好充滿入群等下次充電這麼好用的群組大家怎還不加入應該多多推廣,根據群規及副教說明任何人都能入群不在群組內回報就不會被拔槍根據以上設定優化充電流程入群卡位充電原地退群非群組成員不能回報不會被拔充好充滿入群等下次充電這麼好用的群組大家怎還不加入應該多多推廣,"{""文章分類"": ""使用者體驗"",""情緒"": ""正面"",}",,
