artDate,artTitle,artContent,sentence,llm_class
2023-05-12 09:05:59,新聞國道自動駕駛還講電話追尾緩撞車,目前台灣幾個在高速公路使用車禍的有特斯拉豐田全部都在內線撞的都是緩撞車比較好奇的是為什麼緩撞車偵測不到開時前方有車就會自動減速靠邊開自行車太近也會煞車唯一特別的就是一直被撞的緩撞車是不是因為緩撞車造型特別所以無法偵測到又緩撞車比較靠內線開並無置中也有關係嗎還是因為前方車輛突然變換車道有關大家有甚麼想法嗎,目前台灣幾個在高速公路使用車禍的有特斯拉豐田全部都在內線撞的都是緩撞車比較好奇的是為什麼緩撞車偵測不到開時前方有車就會自動減速靠邊開自行車太近也會煞車唯一特別的就是一直被撞的緩撞車是不是因為緩撞車造型特別所以無法偵測到又緩撞車比較靠內線開並無置中也有關係嗎還是因為前方車輛突然變換車道有關大家有甚麼想法嗎,"使用者體驗

主旨：高速公路上的緩撞車偵測問題。

主要內容：
- 緩撞車偵測不到前方有車時會自動減速靠邊開自行車。
- 緩撞車在被撞時並無置中，這是否與緩撞車造型或前方車輛突然變換車道有關？

這段文字討論了高速公路上緩撞車的偵測問題，並提出了一些可能性。然而，它並未提供任何確切的答案或建議。"
2023-05-12 09:25:53,新聞特斯拉車款遭拒保國泰產險開第一槍,被拒保很正常啊車特別重一般這大小的車是噸特斯拉硬是到兩噸重所以所沒事停著也容易莫名其妙掉到坑然後奇特的車體結構掉到坑沒啥大傷也得報廢最神奇的是這車的車體剛性連撞到移動式護欄也能整台車粉碎全車人死也難怪保險公司會不敢接這車的保險看到推文特粉們再怎氣憤也沒用啦因為這車在保險業者眼中就是台高風險車保險業不是慈善業也是要賺錢沒辦法因為你們這些特粉的喜好賠錢去,被拒保很正常啊車特別重一般這大小的車是噸特斯拉硬是到兩噸重所以所沒事停著也容易莫名其妙掉到坑然後奇特的車體結構掉到坑沒啥大傷也得報廢最神奇的是這車的車體剛性連撞到移動式護欄也能整台車粉碎全車人死也難怪保險公司會不敢接這車的保險看到推文特粉們再怎氣憤也沒用啦因為這車在保險業者眼中就是台高風險車保險業不是慈善業也是要賺錢沒辦法因為你們這些特粉的喜好賠錢去,使用者體驗
2023-05-12 10:46:06,新聞特斯拉車款遭拒保國泰產險開第一槍,大馬力車種被拒保本來就很正常好嗎過去這種以上加速秒內的車子保險公司不保的機率本來就高應該說不會用一般的車險計算方式而是有特別的公式去然後有個麻煩在這個加速和馬力等級中幾乎沒出現過這價格的車子所以可能每年保費直接是車價的起跳乾脆就不做這種商品了不過我覺得有些人心態也蠻有趣的台灣的保險公司養尊處優那麼久了整天爽吃爽過風險控管爛到好笑可以看看那防疫險就是最好的例子虧防疫險漲第三人責任險火險大家都會用到的東西哪天就漲車體險給你看把虧的都補起來不保個有些人也在那邊叫好還認為所有都該被踢出車體險範圍不太了解背後的動機和邏輯是什麼尤其是國泰富邦這兩家去年第三人漲車體險也漲某些人還可以鼓掌稱讚這兩家產險公司就算是業務公司也不會多給獎金吧,大馬力車種被拒保本來就很正常好嗎過去這種以上加速秒內的車子保險公司不保的機率本來就高應該說不會用一般的車險計算方式而是有特別的公式去然後有個麻煩在這個加速和馬力等級中幾乎沒出現過這價格的車子所以可能每年保費直接是車價的起跳乾脆就不做這種商品了不過我覺得有些人心態也蠻有趣的台灣的保險公司養尊處優那麼久了整天爽吃爽過風險控管爛到好笑可以看看那防疫險就是最好的例子虧防疫險漲第三人責任險火險大家都會用到的東西哪天就漲車體險給你看把虧的都補起來不保個有些人也在那邊叫好還認為所有都該被踢出車體險範圍不太了解背後的動機和邏輯是什麼尤其是國泰富邦這兩家去年第三人漲車體險也漲某些人還可以鼓掌稱讚這兩家產險公司就算是業務公司也不會多給獎金吧,"使用者體驗

這段文字表達了對保險公司的負面觀感，並認為保險公司在加速和馬力等級中缺乏保障，因此可能每年保費直接是車價的起跳。作者還對保險公司的取態進行批評，認為他們沒有特別的公式來計算加速和馬力等級的風險，並稱他們在防疫險等方面有虧損。"
2023-05-12 17:16:58,問題強制險最高萬是否不夠了,完全不夠啊看看新聞開特斯拉快速道路上還不是被啥聯結車砂石車遊覽車大卡車撞上不過是打個水漂撞上可移動式護欄就整車粉碎全車上的人都當場死亡這樣子的高出事風險率只有萬強制險怎可能夠用,完全不夠啊看看新聞開特斯拉快速道路上還不是被啥聯結車砂石車遊覽車大卡車撞上不過是打個水漂撞上可移動式護欄就整車粉碎全車上的人都當場死亡這樣子的高出事風險率只有萬強制險怎可能夠用,安全性能面
2023-05-12 21:32:31,新聞國一車連環撞人受傷特斯拉慘遭波及,原文連結原文內容國一車連環撞人受傷特斯拉慘遭波及國道號北向公里處昨深夜發生一起交通事故案國道警方調查一輛自小客車疑因未注意前方狀態撞上前車後再往前推撞一輛特斯拉共造成車駕駛及乘客人受傷記者廖雪茹翻攝記者廖雪茹新竹報導國道號北向公里處發生昨日深夜發生一起交通事故案國道警方調查由於國道工程出現壅塞一輛自小客車疑因未注意前方狀態撞上前車後再往前碰撞一輛特斯拉共造成車駕駛及乘客共人受輕傷現場狀況在小時後排除肇事責任待警方進一步釐清國道公路警察局第二大隊表示昨晚點分許國道號北向公里發生交通事故經調查高公局在國北向約公里實施貼車道標線工程工程後方路段有塞車情況一輛自小客車行駛中線車道疑因未注意前方狀態撞上前車自小客車接著又推撞到前方特斯拉致造成車共人受輕傷部車駕駛酒測值均為警方呼籲駕車時精神不濟打瞌睡或分心如未注意車前狀態而肇事致人重傷或死亡將吊扣或吊銷駕照呼籲駕駛人安全距離保持好養足精神上國道疲勞時下交流道或至服務區休息避免事故發生國道號北向公里處昨晚發生車連環撞事故記者廖雪茹翻攝心得說明汽車駕駛在開車之前應該先檢查自己身心狀況身心狀況有問題就不應該開車身心狀況有問題還要開車如果出車禍只會損失更慘重,原文連結原文內容國一車連環撞人受傷特斯拉慘遭波及國道號北向公里處昨深夜發生一起交通事故案國道警方調查一輛自小客車疑因未注意前方狀態撞上前車後再往前推撞一輛特斯拉共造成車駕駛及乘客人受傷記者廖雪茹翻攝記者廖雪茹新竹報導國道號北向公里處發生昨日深夜發生一起交通事故案國道警方調查由於國道工程出現壅塞一輛自小客車疑因未注意前方狀態撞上前車後再往前碰撞一輛特斯拉共造成車駕駛及乘客共人受輕傷現場狀況在小時後排除肇事責任待警方進一步釐清國道公路警察局第二大隊表示昨晚點分許國道號北向公里發生交通事故經調查高公局在國北向約公里實施貼車道標線工程工程後方路段有塞車情況一輛自小客車行駛中線車道疑因未注意前方狀態撞上前車自小客車接著又推撞到前方特斯拉致造成車共人受輕傷部車駕駛酒測值均為警方呼籲駕車時精神不濟打瞌睡或分心如未注意車前狀態而肇事致人重傷或死亡將吊扣或吊銷駕照呼籲駕駛人安全距離保持好養足精神上國道疲勞時下交流道或至服務區休息避免事故發生國道號北向公里處昨晚發生車連環撞事故記者廖雪茹翻攝心得說明汽車駕駛在開車之前應該先檢查自己身心狀況身心狀況有問題就不應該開車身心狀況有問題還要開車如果出車禍只會損失更慘重,安全性能面
2023-05-13 09:17:15,新聞特斯拉於中國召回萬輛約年售出總數,標題特斯拉於中國召回萬輛約年售出總數來源壹蘋新聞網連結內文國際中心綜合外電中國國家市場監督管理總局今天公告特斯拉將於本月日起召回萬輛年月至年月間部分進口的及中國產的因其存在增加碰撞的風險美國有線電視新聞網指出萬輛相當於特斯拉年來在中國售出的總量中國國家市場監督管理總局公告指出本次召回範圍內的車輛沒有允許駕駛員選擇能量回收制動策略同時對駕駛員長時間深度踩下加速踏板的情況可能沒有提供足夠提醒兩相影響可能增加長時間誤踩加速踏板的概率可能增加碰撞的風險存在安全隱患中國汽車網站指出特斯拉特有的單踏板模式可讓駕駛人僅靠一個踏板控制車輛的加速或停車汽車系統或根據踩踏板的力道來判斷加速或減速如果踩踏板的力道收小車輛就會進行能量回收達到減速狀態甚至完全煞停但是長期使用同一個踏板來減速或煞車會使駕駛人養成習慣遇到該減速或停車的時候不去踩煞車踏板只用單踏板來操縱一旦遇到緊急狀況駕駛人有可能在驚慌下忘記要踩煞車踏板成為嚴重的安全隱憂中國國家市場監督管理總局今天公告指出特斯拉召回數量為萬輛根據美國有線電視新聞網估算這相當於特斯拉年到年月在中國販售的總量心得我一直都認真不懂的意義到底是什麼現在被糾正了但我想最嚴重的除了上述內容外上禮拜有版友提到的水漂問題也是一個很重要的點只是很少被看到拿出來討論就是了,標題特斯拉於中國召回萬輛約年售出總數來源壹蘋新聞網連結內文國際中心綜合外電中國國家市場監督管理總局今天公告特斯拉將於本月日起召回萬輛年月至年月間部分進的及中國產的因其存在增加碰撞的風險美國有線電視新聞網指出萬輛相當於特斯拉年來在中國售出的總量中國國家市場監督管理總局公告指出本次召回範圍內的車輛沒有允許駕駛員選擇能量回收制動策略同時對駕駛員長時間深度踩下加速踏板的情況可能沒有提供足夠提醒兩相影響可能增加長時間誤踩加速踏板的概率可能增加碰撞的風險存在安全隱患中國汽車網站指出特斯拉特有的單踏板模式可讓駕駛人僅靠一個踏板控制車輛的加速或停車汽車系統或根據踩踏板的力道來判斷加速或減速如果踩踏板的力道收小車輛就會進行能量回收達到減速狀態甚至完全煞停但是長期使用同一個踏板來減速或煞車會使駕駛人養成習慣遇到該減速或停車的時候不去踩煞車踏板只用單踏板來操縱一旦遇到緊急狀況駕駛人有可能在驚慌下忘記要踩煞車踏板成為嚴重的安全隱憂中國國家市場監督管理總局今天公告指出特斯拉召回數量為萬輛根據美國有線電視新聞網估算這相當於特斯拉年到年月在中國販售的總量心得我一直都認真不懂的意義到底是什麼現在被糾正了但我想最嚴重的除了上述內容外上禮拜有版友提到的水漂問題也是一個很重要的點只是很少被看到拿出來討論就是了,安全性能面
2023-05-13 09:23:32,新聞國道工程車與緩撞車遭撞多因用路人啟動,國道工程車與緩撞車遭撞多因用路人啟動駕駛輔助系統國道號高速公路北上公里處今日清晨一名男子駕駛的油電車在開啟輔助駕駛的情況下疑未注意車前狀況導致車追撞人受傷國道公路警察局表示光是今年月到月國道就發生至少起施工中的工程車或緩撞車遭後方追撞撞擊原因多是用路人使用駕駛輔助系統黑色轎車車頭嚴重凹陷現場車殼碎片零件散落滿地這裡是國道一號公里泰山路段歲的劉姓男子高速追撞前方緩撞車緩撞車又向前撞上工程車輛車子嚴重受損警方到場後劉男坦承當時有開啟輔助駕駛未注意車前狀況才肇事國道第一大隊泰山分隊長陳柏安呼籲行車若開啟駕駛輔助系統仍應隨時注意車前狀況主動介入操控以免突發狀況發生國道公路警察局表示光是今年月到月國道就發生至少起施工中的工程車或緩撞車遭後方追撞撞擊原因多是用路人開啟駕駛輔助系統也因為類似的交通事故頻傳讓行車狀況難以預期也導致肇事時的責任歸屬難以劃分再加上高階電動車款維修費過高現在國泰產險就宣布月日起特斯拉和款高階車種不再承保保險經紀人程睿紳說明特斯拉都是以模組化生產一體成形所以假設一個地方壞掉可能就是整組來換掉那這樣造成產險公司的理賠金額都非常的高損率也無法做一個明準的估算拒保的機會我不能說超過三分之二但超過二分之一是有的保險經紀人表示等級越高的電動車自駕的系統越強因為保險公司的風險偏高前年像是明台產險就已退出特斯拉車險今年則是有新安東京雖然目前還有新光華南接受特斯拉款高階車車險但都有附帶條件保費也更高一點民眾未來若想購買電動車車險部分還是得好好做功課才能獲得最佳保障心得又是你仔我就知道又是你你最爛整天檢討工程作業有沒有問題整天說交通錐買的不夠多怎麼不檢討自己的眼睛專心開車仔要不要去看眼科,國道工程車與緩撞車遭撞多因用路人啟動駕駛輔助系統國道號高速公路北上公里處今日清晨一名男子駕駛的油電車在開啟輔助駕駛的情況下疑未注意車前狀況導致車追撞人受傷國道公路警察局表示光是今年月到月國道就發生至少起施工中的工程車或緩撞車遭後方追撞撞擊原因多是用路人使用駕駛輔助系統黑色轎車車頭嚴重凹陷現場車殼碎片零件散落滿地這裡是國道一號公里泰山路段歲的劉姓男子高速追撞前方緩撞車緩撞車又向前撞上工程車輛車子嚴重受損警方到場後劉男坦承當時有開啟輔助駕駛未注意車前狀況才肇事國道第一大隊泰山分隊長陳柏安呼籲行車若開啟駕駛輔助系統仍應隨時注意車前狀況主動介入操控以免突發狀況發生國道公路警察局表示光是今年月到月國道就發生至少起施工中的工程車或緩撞車遭後方追撞撞擊原因多是用路人開啟駕駛輔助系統也因為類似的交通事故頻傳讓行車狀況難以預期也導致肇事時的責任歸屬難以劃分再加上高階電動車款維修費過高現在國泰產險就宣布月日起特斯拉和款高階車種不再承保保險經紀人程睿紳說明特斯拉都是以模組化生產一體成形所以假設一個地方壞掉可能就是整組來換掉那這樣造成產險公司的理賠金額都非常的高損率也無法做一個明準的估算拒保的機會我不能說超過三分之二但超過二分之一是有的保險經紀人表示等級越高的電動車自駕的系統越強因為保險公司的風險偏高前年像是明台產險就已退出特斯拉車險今年則是有新安東京雖然目前還有新光華南接受特斯拉款高階車車險但都有附帶條件保費也更高一點民眾未來若想購買電動車車險部分還是得好好做功課才能獲得最佳保障心得又是你仔我就知道又是你你最爛整天檢討工程作業有沒有問題整天說交通錐買的不夠多怎麼不檢討自己的眼睛專心開車仔要不要去看眼科,安全性能面
2023-05-13 10:30:49,新聞特斯拉於中國召回萬輛約年售出總數,單踏板模式與其說碰到事故會忘了踩煞車不如說換車會忘了踩煞車之前換代步車的時候舊款沒有這個功能在坡道上習慣性放油門結果沒有自動煞停動能沒了就直接往後滑害我差點爆發不過特的單踏板我還是比較信任的真的出事忘了踩煞車怎麼辦拜託會忘了踩煞車的人你還是先指望他能記得放油門吧增加警示是好啦但我像不到要怎麼增加油門踩久了跳警示說試踩煞車蠢爆了就跟特開自駕會要你搖方向盤一樣媽的這樣搖早晚出事,單踏板模式與其說碰到事故會忘了踩煞車不如說換車會忘了踩煞車之前換代步車的時候舊款沒有這個功能在坡道上習慣性放油門結果沒有自動煞停動能沒了就直接往後滑害我差點爆發不過特的單踏板我還是比較信任的真的出事忘了踩煞車怎麼辦拜託會忘了踩煞車的人你還是先指望他能記得放油門吧增加警示是好啦但我像不到要怎麼增加油門踩久了跳警示說試踩煞車蠢爆了就跟特開自駕會要你搖方向盤一樣媽的這樣搖早晚出事,使用者體驗
2023-05-14 17:53:47,轉錄台灣為什麼打造不出來汽車品牌,作者平安順心看板標題問卦台灣為什麼打造不出來汽車品牌時間八卦是台灣真正成功並且有賺錢的品牌其實不是而是中華汽車的商用車品牌的商務車在台灣市占第一在台灣街頭能夠看到的頻率不亞於一年銷售量可以跟神車差不多資料來源年銷售量排名年銷量總排行年度銷量輛另外今年電動車也參戰今年第四季出貨聽說預購已經有台以後台灣就有兩大本土燃油車跟電動車品牌可以說是台灣的跟心得台灣國產的去搞那種一兩人的超小型汽車然後價格萬說不定有市場不然五陵紅光近來國產車低階市場都,作者平安順心看板標題問卦台灣為什麼打造不出來汽車品牌時間八卦是台灣真正成功並且有賺錢的品牌其實不是而是中華汽車的商用車品牌的商務車在台灣市占第一在台灣街頭能夠看到的頻率不亞於一年銷售量可以跟神車差不多資料來源年銷售量排名年銷量總排行年度銷量輛另外今年電動車也參戰今年第四季出貨聽說預購已經有台以後台灣就有兩大本土燃油車跟電動車品牌可以說是台灣的跟心得台灣國產的去搞那種一兩人的超小型汽車然後價格萬說不定有市場不然五陵紅光近來國產車低階市場都,"使用者體驗

這段文字並非針對特斯拉等電動車品牌進行分類，而是就台灣的汽車產業進行分析和討論。它表達了對台灣汽車行業的觀點，並針對台灣的汽車品牌進行了評論。"
2023-05-15 21:38:59,新聞特斯拉停充電格不充男怒上,原文連結原文內容特斯拉停充電格不充男怒上車位全遭占一位電動車主看到充電樁顯示停車場內有空位但現場才發現所有車格都被特斯拉占用但它們根本沒在充電充電樁業者回應儘管要啟動超時停車收費機制也需要有充電才能感應私營停車場也沒有相關法規只能靠車主發揮功德心把位子讓給需要的人南港展覽館館停車場的充電車格都被停滿靠近看充電槍全都還插在充電樁上沒拔下來輛車占用著充電格卻不充電讓需要使用的車主很傻眼當事電動車主上限顯示有個位子但空位有個你今天停在那邊你只是因為有付錢停車費就不充其實停車場還有多個位子你為什麼不去停認為這些車主不停一般車格只是因為這裡離電梯口比較近卻讓想充電的人沒辦法使用而且只要沒有充電就沒辦法偵測到充電格上有車記者曹佼人平日下午點開它專用的上面顯示有個停車格是空的不過我們實際來到現場卻有格已經有停放車輛只剩格可以充電這輛車雖然插著充電槍卻也只是插著而已沒在充電充電樁廠商也表示其實有其他停車場已經啟用了超時佔用機制若已經充滿電但繼續停超過分鐘分鐘收元小時就是元手機也會跳出訊息提醒車主移車也會計算佔用時間但這也才能偵測到如果佔用車位沒有充電一樣無法顯示電動車充電樁品牌行銷公關副理高嘉霙可以跟場域提供一下建議說這場域現在有這狀況因為有時候停車場這邊會有什麼人潮多的時候它們可能會管理上沒辦法拿捏這麼好以北市公有停車場來說就有制定停電動車格不充電每小時加收元機制但私營的停車場不在管制範圍內沒有相關法規可以制止只能靠電動車主發揮公德心別站著車位不充電心得說明字以上不充電一分鐘元一小時不知道這費率有沒有經過停管處審核不過業者也透漏漏洞不充電的話機器偵測不到就無法收錢,原文連結原文內容特斯拉停充電格不充男怒上車位全遭占一位電動車主看到充電樁顯示停車場內有空位但現場才發現所有車格都被特斯拉占用但它們根本沒在充電充電樁業者回應儘管要啟動超時停車收費機制也需要有充電才能感應私營停車場也沒有相關法規只能靠車主發揮功德心把位子讓給需要的人南港展覽館館停車場的充電車格都被停滿靠近看充電槍全都還插在充電樁上沒拔下來輛車占用著充電格卻不充電讓需要使用的車主很傻眼當事電動車主上限顯示有個位子但空位有個你今天停在那邊你只是因為有付錢停車費就不充其實停車場還有多個位子你為什麼不去停認為這些車主不停一般車格只是因為這裡離電梯比較近卻讓想充電的人沒辦法使用而且只要沒有充電就沒辦法偵測到充電格上有車記者曹佼人平日下午點開它專用的上面顯示有個停車格是空的不過我們實際來到現場卻有格已經有停放車輛只剩格可以充電這輛車雖然插著充電槍卻也只是插著而已沒在充電充電樁廠商也表示其實有其他停車場已經啟用了超時佔用機制若已經充滿電但繼續停超過分鐘分鐘收元小時就是元手機也會跳出訊息提醒車主移車也會計算佔用時間但這也才能偵測到如果佔用車位沒有充電一樣無法顯示電動車充電樁品牌行銷公關副理高嘉霙可以跟場域提供一下建議說這場域現在有這狀況因為有時候停車場這邊會有什麼人潮多的時候它們可能會管理上沒辦法拿捏這麼好以北市公有停車場來說就有制定停電動車格不充電每小時加收元機制但私營的停車場不在管制範圍內沒有相關法規可以制止只能靠電動車主發揮公德心別站著車位不充電心得說明字以上不充電一分鐘元一小時不知道這費率有沒有經過停管處審核不過業者也透漏漏洞不充電的話機器偵測不到就無法收錢,配套方面
