artDate,artTitle,artContent,sentence,llm_class
2023-02-17 17:34:29,討論為什麼大家那麼討厭電動車,一開始沒有討厭只是某些特斯拉狂粉把消費者的任何實際的想法或是電車的短版都當成找戰的來回嗆比方你說你怕旅程焦慮他們會直接嗆你沒開過如果你進一步說你有時候會單趟開長途去山中去露營怕電力不夠他們就硬要嗆你膀胱很大你不會規劃行程你根本一年才跑一次這種行程不要舉特例來反駁完全覺得別人的想法跟人生就該跟他們一樣這是一種有很強控制慾的想法間且他們會加入其他展示自我優越性跟歧視其他版眾的語句不管主題相不相關都要蹭兩句電車不會這樣或是任何事情都可以用搞定還有你是人生失敗組才開不起我特這樣的想法這種討論的氛圍不要說是電車車主啦哪牌的車主這樣一邊雙標維護自己講不贏就跳針然後一面不斷的攻擊毫不相關的其他人這純粹就是做人機掰跟電車無關我個人不負責任推測他們現實生活中一定有不少壓力跟缺憾可能是人際關係不好交友問題工作壓力大常常被狗幹之類的才會在網路上不停的一邊炫耀自己是特牌車主一邊攻擊其他不管是不願意還是沒能力開特斯拉的人至於為啥剛好幾個這麼有攻擊性的都是特斯拉狂粉我也不知道為啥特牌狂粉似乎比例特別高說到底這幾個人都跟馬斯克那種目中無人狂妄阿宅有點像肯定有某種程度的心裡投射老實說我有跟從事心裡諮商的朋友討論過他們是覺得這種個性的人應該真的要作心裡諮商一下比較好因為網路上這樣張牙舞爪其實無法真的解決他們的問題只是一時的舒緩久了之後問題只會越來越嚴重變成有反社會人格的傾向很多都是這樣開始的對了我絕對沒有針對誰喔誰達腔我就,一開始沒有討厭只是某些特斯拉狂粉把消費者的任何實際的想法或是電車的短版都當成找戰的來回嗆比方你說你怕旅程焦慮他們會直接嗆你沒開過如果你進一步說你有時候會單趟開長途去山中去露營怕電力不夠他們就硬要嗆你膀胱很大你不會規劃行程你根本一年才跑一次這種行程不要舉特例來反駁完全覺得別人的想法跟人生就該跟他們一樣這是一種有很強控制慾的想法間且他們會加入其他展示自我優越性跟歧視其他版眾的語句不管主題相不相關都要蹭兩句電車不會這樣或是任何事情都可以用搞定還有你是人生失敗組才開不起我特這樣的想法這種討論的氛圍不要說是電車車主啦哪牌的車主這樣一邊雙標維護自己講不贏就跳針然後一面不斷的攻擊毫不相關的其他人這純粹就是做人機掰跟電車無關我個人不負責任推測他們現實生活中一定有不少壓力跟缺憾可能是人際關係不好交友問題工作壓力大常常被狗幹之類的才會在網路上不停的一邊炫耀自己是特牌車主一邊攻擊其他不管是不願意還是沒能力開特斯拉的人至於為啥剛好幾個這麼有攻擊性的都是特斯拉狂粉我也不知道為啥特牌狂粉似乎比例特別高說到底這幾個人都跟馬斯克那種目中無人狂妄阿宅有點像肯定有某種程度的心裡投射老實說我有跟從事心裡諮商的朋友討論過他們是覺得這種個性的人應該真的要作心裡諮商一下比較好因為網路上這樣張牙舞爪其實無法真的解決他們的問題只是一時的舒緩久了之後問題只會越來越嚴重變成有反社會人格的傾向很多都是這樣開始的對了我絕對沒有針對誰喔誰達腔我就,使用者體驗、投訴方面、產品性價格面、安全性能面
2023-02-18 14:31:47,情報中國溫州特斯拉失控爆衝,來自人民日報的報導日警方通報特斯拉連撞兩車致死傷月日浙江溫州瑞安一特斯拉疑失控連撞兩車追尾公交車後撞上路邊停放的小車據瑞安交警通報事故造成該特斯拉內乘客陳某死亡錢某受傷三車受損目前錢某正在醫院救治事故正在進一步調查處理中特斯拉中國有關人士稱將全力配合警方調查影片如下心得後台該不會顯示又是油門當煞車踩特斯拉真的應該安裝鏡頭照油門跟煞車以挽救消費者信心,來自人民日報的報導日警方通報特斯拉連撞兩車致死傷月日浙江溫州瑞安一特斯拉疑失控連撞兩車追尾公交車後撞上路邊停放的小車據瑞安交警通報事故造成該特斯拉內乘客陳某死亡錢某受傷三車受損目前錢某正在醫院救治事故正在進一步調查處理中特斯拉中國有關人士稱將全力配合警方調查影片如下心得後台該不會顯示又是油門當煞車踩特斯拉真的應該安裝鏡頭照油門跟煞車以挽救消費者信心,安全性能面
2023-02-19 11:54:21,新聞美消防車公路救災遭特斯拉直撞駕駛當場,原文連結原文內容美消防車公路救災遭特斯拉直撞駕駛當場身亡傷美國日在北加州州際公路發生特斯拉直撞消防車意外造成死傷取自推特即時新聞綜合報導美國監管機構日前才質疑特斯拉駕駛輔助系統不符交通安全法規恐引發車禍在北加州州際公路日凌晨點就發生特斯拉直撞在路邊救災的消防車駕駛當場身亡乘客和名消防員則分別輕重傷依據康特拉科斯塔郡消防單位在推特多張照片顯示被撞消防車翻轉度橫躺在地肇事的特斯拉前半部扭曲變形報導該消防車為雲梯車要價萬美元約新台幣萬因車禍嚴重毀壞綜合外媒報導康特拉科斯塔郡消防副局長杜特表示被撞消防車當時正在值勤當時消防單位正在處理前一起小事故消防車亮燈斜停在公路上以保護救援人員卻遭特斯拉直撞杜特說特斯拉前端幾乎撞爛駕駛當場身亡乘客重傷還有名消防員因此受傷警方仍在釐清駕駛是否酒駕是否使用自動駕駛功能報導美國至少發生台特斯拉在開啟自動輔助駕駛時撞上應急車輛事件美國公路交通安全管理局因此介入調查還要求特斯拉說明特斯拉日才宣布召回萬輛車以便升級全自動駕駛軟體美國日在北加州州際公路發生特斯拉直撞消防車意外造成死傷取自推特心得說明這一台發生車禍的是造成了死傷特斯拉駕駛直接掛掉是否是全自動駕駛軟體問題還是其他因素有待調查,原文連結原文內容美消防車公路救災遭特斯拉直撞駕駛當場身亡傷美國日在北加州州際公路發生特斯拉直撞消防車意外造成死傷取自推特即時新聞綜合報導美國監管機構日前才質疑特斯拉駕駛輔助系統不符交通安全法規恐引發車禍在北加州州際公路日凌晨點就發生特斯拉直撞在路邊救災的消防車駕駛當場身亡乘客和名消防員則分別輕重傷依據康特拉科斯塔郡消防單位在推特多張照片顯示被撞消防車翻轉度橫躺在地肇事的特斯拉前半部扭曲變形報導該消防車為雲梯車要價萬美元約新台幣萬因車禍嚴重毀壞綜合外媒報導康特拉科斯塔郡消防副局長杜特表示被撞消防車當時正在值勤當時消防單位正在處理前一起小事故消防車亮燈斜停在公路上以保護救援人員卻遭特斯拉直撞杜特說特斯拉前端幾乎撞爛駕駛當場身亡乘客重傷還有名消防員因此受傷警方仍在釐清駕駛是否酒駕是否使用自動駕駛功能報導美國至少發生台特斯拉在開啟自動輔助駕駛時撞上應急車輛事件美國公路交通安全管理局因此介入調查還要求特斯拉說明特斯拉日才宣布召回萬輛車以便升級全自動駕駛軟體美國日在北加州州際公路發生特斯拉直撞消防車意外造成死傷取自推特心得說明這一台發生車禍的是造成了死傷特斯拉駕駛直接掛掉是否是全自動駕駛軟體問題還是其他因素有待調查,安全性能面
2023-02-21 10:27:04,新聞影出事了特斯拉硬切害隔壁轎車失控,原文連結原文內容影出事了特斯拉硬切害隔壁轎車失控撞護欄聯合報記者張善寧即時報導特斯拉突右切導致隔壁轎車失控撞護欄翻攝記者爆料網國道號東行新市交流道出口日前發生一起車禍一輛行駛在內線車道的特斯拉疑似為了超車先是緊貼前車車尾未保持安全車距接著又突然向右切導致原本行駛在外線車道的轎車為了閃避整輛車失控衝撞路肩護欄車頭被撞到扭曲變形而引發事故的特斯拉則直接離去恐怕會吃上肇逃罰單心得說明影片特斯拉硬切很可惡但隔壁的小轎車反應那麼大是不是有點問題不過嚇到人的特斯拉肇事還跑掉真是惡劣,原文連結原文內容影出事了特斯拉硬切害隔壁轎車失控撞護欄聯合報記者張善寧即時報導特斯拉突右切導致隔壁轎車失控撞護欄翻攝記者爆料網國道號東行新市交流道出日前發生一起車禍一輛行駛在內線車道的特斯拉疑似為了超車先是緊貼前車車尾未保持安全車距接著又突然向右切導致原本行駛在外線車道的轎車為了閃避整輛車失控衝撞路肩護欄車頭被撞到扭曲變形而引發事故的特斯拉則直接離去恐怕會吃上肇逃罰單心得說明影片特斯拉硬切很可惡但隔壁的小轎車反應那麼大是不是有點問題不過嚇到人的特斯拉肇事還跑掉真是惡劣,安全性能面
2023-02-21 16:15:06,電車平價電動車的盡頭是加油,等你上面講的車子可以賣到別的先進國家再來吹你油電混合有多厲害本來美國福特停產所有一般房車只專注野馬和卡車本來想從中國進口但不知怎麼又放棄了我是對中國造車還是有疑慮不然股票在美國上市那麼久但就是不見在美國開賣一般私人驕車反倒是越南的電動車已經在美國北卡州設廠網上也有試駕評論了照常理來說的車子要有一般內燃引擎加電動馬達成本怎樣也會比純電來得高這文章就說了特斯拉平均一台車的淨利是的倍就企業獲利角度來看賣純電車肯定比來的有錢途,等你上面講的車子可以賣到別的先進國家再來吹你油電混合有多厲害本來美國福特停產所有一般房車只專注野馬和卡車本來想從中國進但不知怎麼又放棄了我是對中國造車還是有疑慮不然股票在美國上市那麼久但就是不見在美國開賣一般私人驕車反倒是越南的電動車已經在美國北卡州設廠網上也有試駕評論了照常理來說的車子要有一般內燃引擎加電動馬達成本怎樣也會比純電來得高這文章就說了特斯拉平均一台車的淨利是的倍就企業獲利角度來看賣純電車肯定比來的有錢途,"產品性價格面和使用者體驗

產品性價格面：特斯拉的純電汽車平均淨利是倍，比傳統汽車更具獲利空間。

使用者體驗：特斯拉在低溫時電池耗電速度太快，影響使用體驗。"
2023-02-21 16:48:44,新聞影出事了特斯拉硬切害隔壁轎車,這次要幫特斯拉仔說說話啦這個右切不是故意的而是右車剛好在特斯拉右後方公尺就是盲點啦在後照鏡裡面看不到特斯拉仔常常說有什麼哨兵高科技有的沒的結果後照鏡盲點這種基本問題還是無解,這次要幫特斯拉仔說說話啦這個右切不是故意的而是右車剛好在特斯拉右後方公尺就是盲點啦在後照鏡裡面看不到特斯拉仔常常說有什麼哨兵高科技有的沒的結果後照鏡盲點這種基本問題還是無解,"使用者體驗

這段文字批評特斯拉的後照鏡有盲點，導致駕駛無法清楚了解後方交通狀況。這是一種使用者體驗上的問題。"
2023-02-21 17:19:05,新聞電動車正進入快速成長期傳統車廠能否趕,電動車正進入快速成長期傳統車廠能否趕上特斯拉仍要等幾年才知道原文連結原文內容根據發布的一份關於能源轉型投資的新報告年乘用電動車的年度支出達到億美元比前一年成長從電動車銷售日起開始算至年的十年中乘用電動車領域銷售總價值已超過兆美元看起來這一數字很大不過根據計算全球汽車銷售額每年約為兆美元十年即可達到兆美元在這種情況下電動車銷售的累計價值相對一般如果縮短時間來看在過去個月內電動車總支出近達也就表示近一年半電動車正在快速成長中從汽車產業的結構來看汽車製造商要開發新平台通常要花費到年的時間加上每一平台可能耗資數十億美元最理想情況下該平台是多功能的且允許汽車製造商使用在不同的車身結構以滿足更廣泛的消費者偏好更棒的是這些平台如果還允許跨多個模型共享零組件那麼在全球範圍內大規模製造車輛可大幅度降低成本由於汽車產業特性是擁有較長的開發週期這意味著如果一家汽車製造商措手不及無法趕上製造新車種可能需要相當長的時間才能意識到錯誤進而可能從領先的地位轉變成落後隨著電動車進入快速成長期日本汽車製造商正面臨敲響警鐘的時期例如本田修改了其電動車戰略並決定和索尼合作豐田任命了新的執行長並宣揚電動車優先戰略如今豐田表示它要到年才會推出新的專用電動車平台雖然很可能可以加速完成但卻也反應傳統汽車製造商營運的困難雖然豐田曾經在歷史中表現出了令人印象深刻的適應能力但是能否在下一個電動車週期中扭轉局面仍有很大疑問至於許多其他汽車製造商也面臨著類似的情況許多車型平台將於年至年問世因此需要幾年的時間才能確定這些廠商是否下了正確的賭注隨著電動車銷售量的起飛未來仍面臨許多挑戰即使在最近的驚人成長之後預計到年底在道路上行駛的億輛乘用車中也只有約是電動車更何況電動車飆升需求的背後也給電池供應鏈和公共充電基礎設施帶來真正的壓力這也是特斯拉在美國政府壓力下讓其充電站可給其他電動車使用的關鍵心得說明字以上在中國電動車今年可能佔銷售額的以上而年僅為日本汽車製造商在中國的市場份額現在逐漸下滑佔新車銷量的比例從年的降至去年的,電動車正進入快速成長期傳統車廠能否趕上特斯拉仍要等幾年才知道原文連結原文內容根據發布的一份關於能源轉型投資的新報告年乘用電動車的年度支出達到億美元比前一年成長從電動車銷售日起開始算至年的十年中乘用電動車領域銷售總價值已超過兆美元看起來這一數字很大不過根據計算全球汽車銷售額每年約為兆美元十年即可達到兆美元在這種情況下電動車銷售的累計價值相對一般如果縮短時間來看在過去個月內電動車總支出近達也就表示近一年半電動車正在快速成長中從汽車產業的結構來看汽車製造商要開發新平台通常要花費到年的時間加上每一平台可能耗資數十億美元最理想情況下該平台是多功能的且允許汽車製造商使用在不同的車身結構以滿足更廣泛的消費者偏好更棒的是這些平台如果還允許跨多個模型共享零組件那麼在全球範圍內大規模製造車輛可大幅度降低成本由於汽車產業特性是擁有較長的開發週期這意味著如果一家汽車製造商措手不及無法趕上製造新車種可能需要相當長的時間才能意識到錯誤進而可能從領先的地位轉變成落後隨著電動車進入快速成長期日本汽車製造商正面臨敲響警鐘的時期例如本田修改了其電動車戰略並決定和索尼合作豐田任命了新的執行長並宣揚電動車優先戰略如今豐田表示它要到年才會推出新的專用電動車平台雖然很可能可以加速完成但卻也反應傳統汽車製造商營運的困難雖然豐田曾經在歷史中表現出了令人印象深刻的適應能力但是能否在下一個電動車週期中扭轉局面仍有很大疑問至於許多其他汽車製造商也面臨著類似的情況許多車型平台將於年至年問世因此需要幾年的時間才能確定這些廠商是否下了正確的賭注隨著電動車銷售量的起飛未來仍面臨許多挑戰即使在最近的驚人成長之後預計到年底在道路上行駛的億輛乘用車中也只有約是電動車更何況電動車飆升需求的背後也給電池供應鏈和公共充電基礎設施帶來真正的壓力這也是特斯拉在美國政府壓力下讓其充電站可給其他電動車使用的關鍵心得說明字以上在中國電動車今年可能佔銷售額的以上而年僅為日本汽車製造商在中國的市場份額現在逐漸下滑佔新車銷量的比例從年的降至去年的,"使用者體驗

主要內容：電動車在低溫時電池耗電速度太快，影響使用體驗。"
2023-02-21 20:22:19,新聞影出事了特斯拉硬切害隔壁轎車失控,之前國道上也遇過類似情況當下開在中線時速速限上下對方開賓士沒注意哪款那種開法應該是加油加那台的機率蠻高的附近都有車想從外側切進來當時車身一度相距不到半米吧那時本魯自己開車想說有保第三超額練手車太老惹富邦不給保車體當初評估過幾家不過富邦同條件優惠下還是最省年老車有哪家給保車體險的嗎不過即使給保應該也不划算蠻討厭那種以為開雙別人就要讓他為所欲為的就不管他正常行駛對方看插不進來也放棄惹萬一如果真的發生撞擊應該就緊握方向盤鬆油門如果車子沒失控再慢慢剎車失控的話就緊握方向盤作好刷首抽準備,之前國道上也遇過類似情況當下開在中線時速速限上下對方開賓士沒注意哪款那種開法應該是加油加那台的機率蠻高的附近都有車想從外側切進來當時車身一度相距不到半米吧那時本魯自己開車想說有保第三超額練手車太老惹富邦不給保車體當初評估過幾家不過富邦同條件優惠下還是最省年老車有哪家給保車體險的嗎不過即使給保應該也不划算蠻討厭那種以為開雙別人就要讓他為所欲為的就不管他正常行駛對方看插不進來也放棄惹萬一如果真的發生撞擊應該就緊握方向盤鬆油門如果車子沒失控再慢慢剎車失控的話就緊握方向盤作好刷首抽準備,"安全性能面

該段文字討論的是汽車在高速公路上失控的可能性，並提供一些應對措施。該文提到車輛在中線時速速限上下對方開賓士沒注意哪款那種開法應該是加油加那台的機率蠻高的附近都有車想從外側切進來當時車身一度相距不到半米。這表明這段文字與電動車的安全性能面有關。"
2023-02-22 01:52:05,電車平價電動車的盡頭是加油,又是個閱讀能力很差不看題目就在張冠李戴的家伙題目在說平價電動車的盡頭是加油是在講未來的情況不是在講現在和純比較的現況現在賣的比較便宜誰不知道講個大家都知道的東西有啥好唱邱的現在的特斯拉平均每台車的淨利是老廠的倍除了的車價可以賣比較高外成本肯定是壓的夠低才辨得到就是比純多個內燃引擎長遠來看肯定是製造成本較高這是不爭的事實我是歡迎大家講話有理有據證據那種似是而非空口說白話啥小證據都拿不出來的就不用了,又是個閱讀能力很差不看題目就在張冠李戴的家伙題目在說平價電動車的盡頭是加油是在講未來的情況不是在講現在和純比較的現況現在賣的比較便宜誰不知道講個大家都知道的東西有啥好唱邱的現在的特斯拉平均每台車的淨利是老廠的倍除了的車價可以賣比較高外成本肯定是壓的夠低才辨得到就是比純多個內燃引擎長遠來看肯定是製造成本較高這是不爭的事實我是歡迎大家講話有理有據證據那種似是而非空說白話啥小證據都拿不出來的就不用了,"產品性價格面

該文本的作者認為，特斯拉的平價電動車的盡頭是加油，而不是直接比較與純內燃引擎車的價格。"
2023-02-22 07:52:42,分享英國特斯拉充電方式,在英國馬路上看到有一戶人家從家中拉充電線到馬路旁給特斯拉充電感覺蠻有趣的,在英國馬路上看到有一戶人家從家中拉充電線到馬路旁給特斯拉充電感覺蠻有趣的,使用者體驗
