artDate,artTitle,artContent,sentence,llm_class
2023-07-14 19:43:29,電車有人考慮過嗎,去年月訂車今年五月最後一週交車每天台北新北通勤目前已跑快耗電跟充電因為都在雙北地區活動充電不覺得有什麼不方便真的是非常順非常好開跟油車體驗不同檔動能回收跟檔習慣以後都好用配備由於是第一批個人標準已經覺得很滿意所有該有的都有寸圈全景天窗自動換車道等等以前更高階車才有的全部都灌在這台車上最終只選配了音響而已自動停車跟自動換車道都很好用其實很多時候根本不會花太多時間去點畫面很多功能沒有實體按鍵不太習慣語音操作有點慢有點笨原廠導航還可以而已運動模式可以秒加速開車技術不夠好只試過一次就沒再用過了前座座椅非常舒適沒有問題後座普普通通堪用行李箱很夠用小家庭應該可以用得很開心當初沒選擇特斯拉是因為始終擔心組裝品質目前遇過一次銀幕顯示自動停車故障開回去原廠查不出所以然重開機一次就好了以上一個半月心得給您參考我自己開的還蠻開心的就是了畢竟上一台車是年金龜車,去年月訂車今年五月最後一週交車每天台北新北通勤目前已跑快耗電跟充電因為都在雙北地區活動充電不覺得有什麼不方便真的是非常順非常好開跟油車體驗不同檔動能回收跟檔習慣以後都好用配備由於是第一批個人標準已經覺得很滿意所有該有的都有寸圈全景天窗自動換車道等等以前更高階車才有的全部都灌在這台車上最終只選配了音響而已自動停車跟自動換車道都很好用其實很多時候根本不會花太多時間去點畫面很多功能沒有實體按鍵不太習慣語音操作有點慢有點笨原廠導航還可以而已運動模式可以秒加速開車技術不夠好只試過一次就沒再用過了前座座椅非常舒適沒有問題後座普普通通堪用行李箱很夠用小家庭應該可以用得很開心當初沒選擇特斯拉是因為始終擔心組裝品質目前遇過一次銀幕顯示自動停車故障開回去原廠查不出所以然重開機一次就好了以上一個半月心得給您參考我自己開的還蠻開心的就是了畢竟上一台車是年金龜車,"使用者體驗

主旨：對特斯拉電動車的滿意與使用體驗的個人心得。

內容：作者對特斯拉電動車的組裝品質有疑慮，但對其性能和配備感到滿意，並認為其運動模式的加速能力有待提高。作者也稱其前座座椅舒適，行李箱容量充足，並表達對自動停車和自動換車道功能的滿意。"
2023-07-15 10:40:34,討論太快交車會沒嗎,最近朋友要買車東看西看下終於遇到神單但是業務說這是別人棄單的要的話錢手續什麼的都要這幾天弄一弄然後過幾天就能交車了這時他突然說覺得這樣好像太趕了沒有任何心理準備一開始本來覺得是藉口後來想想我們一般人正常情況下一輩子也買沒幾台車會有些想等待中期待的感覺也是正常的當時訂特斯拉一開始也是等的很期待但是等到後來賭爛又是一回事不知道大家怎看,最近朋友要買車東看西看下終於遇到神單但是業務說這是別人棄單的要的話錢手續什麼的都要這幾天弄一弄然後過幾天就能交車了這時他突然說覺得這樣好像太趕了沒有任何心理準備一開始本來覺得是藉後來想想我們一般人正常情況下一輩子也買沒幾台車會有些想等待中期待的感覺也是正常的當時訂特斯拉一開始也是等的很期待但是等到後來賭爛又是一回事不知道大家怎看,"使用者體驗

這段文本表達了使用者對特斯拉訂車過程的滿意程度，並表示他感到被快速迫於交車，沒有足夠的心理準備。"
2023-07-15 11:02:39,電車縱切蕃薯能成功嗎,大家安安我自己也很好奇是否能縱切地瓜於是規劃了這個行程富貴角公園停車場馬槽橋士林超充站監察院新北市新店區北新路三段號新北新店超充白雞行修宮巴陵大橋宜蘭縣泰雅路七段台灣中油直營南山站梨山賓館南投縣台甲線武嶺亭埔里特斯拉超充站台灣南投縣埔里鎮虎山路號南投縣中山路向山行政暨遊客中心南投縣夫妻樹嘉義縣阿里山國家森林遊樂區嘉義縣新山美大橋嘉義縣茶山休閒農業區遊客中心小林村紀念公園茂林遊客中心屏東縣中正路大路觀主題樂園特斯拉屏東枋寮超級充電站屏東縣燈塔路鵝鑾鼻燈塔昨晚從富貴角公園出發一路走陽金士林充滿再到新店超充充滿上山到北橫拉拉山轉角凌晨三點遇到施工路段夜間管制一路待到早上點下宜蘭一堆坍方施工上南山到還有行經雪霸電量已經不足了於是在上梨山前的獵人步道找一個慢充充電一次充很慢目前正在充電預計到仁愛鄉再充一次快充看行程應該要點才能到埔里有可能不能過南橫現在看看多久能到鵝鑾鼻希望週日能到,大家安安我自己也很好奇是否能縱切地瓜於是規劃了這個行程富貴角公園停車場馬槽橋士林超充站監察院新北市新店區北新路三段號新北新店超充白雞行修宮巴陵大橋宜蘭縣泰雅路七段台灣中油直營南山站梨山賓館南投縣台甲線武嶺亭埔里特斯拉超充站台灣南投縣埔里鎮虎山路號南投縣中山路向山行政暨遊客中心南投縣夫妻樹嘉義縣阿里山國家森林遊樂區嘉義縣新山美大橋嘉義縣茶山休閒農業區遊客中心小林村紀念公園茂林遊客中心屏東縣中正路大路觀主題樂園特斯拉屏東枋寮超級充電站屏東縣燈塔路鵝鑾鼻燈塔昨晚從富貴角公園出發一路走陽金士林充滿再到新店超充充滿上山到北橫拉拉山轉角凌晨三點遇到施工路段夜間管制一路待到早上點下宜蘭一堆坍方施工上南山到還有行經雪霸電量已經不足了於是在上梨山前的獵人步道找一個慢充充電一次充很慢目前正在充電預計到仁愛鄉再充一次快充看行程應該要點才能到埔里有可能不能過南橫現在看看多久能到鵝鑾鼻希望週日能到,使用者體驗
2023-07-15 19:41:16,問題為什麼中國車不能進口來台,台灣的進口稅費計算似乎跟原的理解不同以下是我找到的資料若有錯誤還請指正先附資料來源完稅價格離岸價格運費保險費原列的是零售價已加中國當地管銷等等離廠後成本不太可能這麼高不過找不到資料就假設完稅價格就是零售價格好了然後特斯拉是電車所以依貨物稅條例第條之規定完稅價格在新臺幣下同萬元以下部分免徵貨物稅超過部分除依同條例第條第項規定按小客車稅率減半徵收貨物稅依據現行對面的價格基本上算免稅然後台灣進口稅費採連乘法進口稅完稅價格進口稅率稅率貨物稅完稅價格進口稅貨物稅率排氣量以下者排氣量以上者電車免稅營業稅完稅價格進口稅貨物稅營業稅率推廣貿易服務費完稅價格推廣貿易服務費率含稅價格電車所以按你的匯率來看萬人民幣萬人民幣萬人民幣這個假設完稅價格壓在超過萬的萬貨物稅減半徵收懶的算了台灣的管銷費用可以不論因為完稅賈格採用對面的零售價已經包括管銷就假設台灣管銷單位成本比對面如同進口稅費依樣膨脹貴倍再看一次你貼的台灣售價如果上面計算沒錯顯然利潤空間更大如果是一般進口油車小數的稅費國產車稅費進口油車國產油車國產車還是要交貨物稅跟營業稅吧按照連乘法的進口稅費會膨脹成這都還沒把國產車用料跟拔配件省下的成本計入利潤一個非常有良心的國產車商都可以多賺將近車價的難怪有人可以用個月就賺一個資本額的利潤,台灣的進稅費計算似乎跟原的理解不同以下是我找到的資料若有錯誤還請指正先附資料來源完稅價格離岸價格運費保險費原列的是零售價已加中國當地管銷等等離廠後成本不太可能這麼高不過找不到資料就假設完稅價格就是零售價格好了然後特斯拉是電車所以依貨物稅條例第條之規定完稅價格在新臺幣下同萬元以下部分免徵貨物稅超過部分除依同條例第條第項規定按小客車稅率減半徵收貨物稅依據現行對面的價格基本上算免稅然後台灣進稅費採連乘法進稅完稅價格進稅率稅率貨物稅完稅價格進稅貨物稅率排氣量以下者排氣量以上者電車免稅營業稅完稅價格進稅貨物稅營業稅率推廣貿易服務費完稅價格推廣貿易服務費率含稅價格電車所以按你的匯率來看萬人民幣萬人民幣萬人民幣這個假設完稅價格壓在超過萬的萬貨物稅減半徵收懶的算了台灣的管銷費用可以不論因為完稅賈格採用對面的零售價已經包括管銷就假設台灣管銷單位成本比對面如同進稅費依樣膨脹貴倍再看一次你貼的台灣售價如果上面計算沒錯顯然利潤空間更大如果是一般進油車小數的稅費國產車稅費進油車國產油車國產車還是要交貨物稅跟營業稅吧按照連乘法的進稅費會膨脹成這都還沒把國產車用料跟拔配件省下的成本計入利潤一個非常有良心的國產車商都可以多賺將近車價的難怪有人可以用個月就賺一個資本額的利潤,"產品性價格面

這段文字討論的是特斯拉的完稅價格，並分析其是否合理。作者認為特斯拉的完稅價格在一定程度上高過其他汽車品牌，但他們也認為特斯拉的產品有其價值，所以最終的利潤空間仍然可以更大。"
2023-07-15 20:10:43,問題為什麼中國車不能進口來台,看中國數據可能會有爭議看看馬來西亞的吧最近馬來西亞開賣電動車免稅有沒有銷售稅不知道直營台灣售價馬來西亞售價馬幣假設扣除銷售稅如果有這大概就是美國售價美國買車稅金另外算增強版台灣售價馬來西亞售價馬幣那大家知道關稅是多少錢了吧不過知道也沒用反正也不會免稅,看中國數據可能會有爭議看看馬來西亞的吧最近馬來西亞開賣電動車免稅有沒有銷售稅不知道直營台灣售價馬來西亞售價馬幣假設扣除銷售稅如果有這大概就是美國售價美國買車稅金另外算增強版台灣售價馬來西亞售價馬幣那大家知道關稅是多少錢了吧不過知道也沒用反正也不會免稅,使用者體驗
2023-07-15 23:49:42,討論台灣的日產鐵粉沒那麼多是不是都被裕隆拖累的,豐田本田特斯拉馬自達福特福斯在台灣都有死忠粉絲可是日產的死忠粉絲就沒上述那幾個品牌多是不是因為裕隆搞到風評被害不然以前日產明明就有一堆經典車款系列系列,豐田本田特斯拉馬自達福特福斯在台灣都有死忠粉絲可是日產的死忠粉絲就沒上述那幾個品牌多是不是因為裕隆搞到風評被害不然以前日產明明就有一堆經典車款系列系列,"使用者體驗

這段文字以個人觀點討論不同汽車品牌的死忠粉絲，並認為裕隆在風評方面導致日產沒有像 otras 四家汽車品牌那樣建立死忠粉絲。這表明這段文字與使用者體驗相關。"
2023-07-16 00:59:05,電車縱切蕃薯能成功嗎,縱走富貴角公園鵝鑾鼻公園中途充電的點士林新店天空慢充埔里屏東枋山如果北橫沒多等五小時應該可以小時內完成總公里數輪胎,縱走富貴角公園鵝鑾鼻公園中途充電的點士林新店天空慢充埔里屏東枋山如果北橫沒多等五小時應該可以小時內完成總公里數輪胎,配套方面
2023-07-16 03:17:33,新聞終於等到了特斯拉開始生產,原文連結原文內容彭博資訊報導特斯拉已打造出第一輛與執行長馬斯克首次發表這台皮卡隔了將近四年也比原訂進度遲了兩年特斯拉在推特帳號宣布這項重大發展並貼出穿背心戴頭盔的員工圍繞在四周的照片馬斯克在年月首次公開展示三角錐狀的原型車當時的計畫是兩年後就開始生產後來馬斯克淡化對付諸生產時程的預期例如今年月在股東年會上就表示這部皮卡獨特的設計構成挑戰他指出因為車車身將用不銹鋼打造在造型和焊接方面成本既昂貴難度也高馬斯克說我們將盡量生產滿足需求且讓大家都買得起因為是新的車新的製造方式成本很難平易近人所以全盤考量後相較於特斯拉所有其他車款的生產率它將是小型車但仍然會非常酷心得說明大家怎麼看第一台正式量產全世界擁有號稱萬的訂單這次正式量產會統治北美市場嗎,原文連結原文內容彭博資訊報導特斯拉已打造出第一輛與執行長馬斯克首次發表這台皮卡隔了將近四年也比原訂進度遲了兩年特斯拉在推特帳號宣布這項重大發展並貼出穿背心戴頭盔的員工圍繞在四周的照片馬斯克在年月首次公開展示三角錐狀的原型車當時的計畫是兩年後就開始生產後來馬斯克淡化對付諸生產時程的預期例如今年月在股東年會上就表示這部皮卡獨特的設計構成挑戰他指出因為車車身將用不銹鋼打造在造型和焊接方面成本既昂貴難度也高馬斯克說我們將盡量生產滿足需求且讓大家都買得起因為是新的車新的製造方式成本很難平易近人所以全盤考量後相較於特斯拉所有其他車款的生產率它將是小型車但仍然會非常酷心得說明大家怎麼看第一台正式量產全世界擁有號稱萬的訂單這次正式量產會統治北美市場嗎,"產品性價格面

原因：文章提到特斯拉新研發的皮卡將使用不銹鋼打造，這會導致車身成本高昂，並表示特斯拉將盡量生產滿足需求且讓大家都買得起，這表明特斯拉計劃以合理的價格銷售這台皮卡。"
2023-07-18 18:21:39,新聞懷疑妻討客兄老公怒開特斯拉連衝,原文連結原文內容懷疑妻討客兄老公怒開特斯拉連衝把撞進超商彰化一對男女吵架吵到情緒失控竟然開車撞超商彰化員林市一對夫妻疑似感情問題昨夜人約在浮圳路間超商前談事情鄭男駕駛白色特斯拉見到妻子坐在友人車並停在停車格內竟直接開車衝撞把撞進超商內造成超商側門玻璃全碎所幸並未波及其他人警方獲報到場將雙方帶回並依強制公共危險及毀損罪嫌移送檢方偵辦所幸當時在落地窗的座位區內無人用餐否則後果不堪設想這起撞超商事件發生在日晚間時分鄭男懷疑妻子張女與友人蕭男關係不尋常立刻打電話質問妻子人在哪裡妻子則回答在全家鄭男開車要找人算帳張女到達後先將車停在超商側門旁停車格內等待鄭男一看到藍色立即用車頭衝撞將車頂到玻璃前還不肯罷手甚至前後連撞次撞擊聲嚇壞了附近住戶及超商內顧客紛紛衝出大馬路而坐在車內人立即打開車門倉皇逃出導致超商側門大片玻璃全碎現場一片狼藉店員也立刻報警警方到場後清查雙方皆無酒駕疑似感情糾紛釀禍後續依強制公共危險及毀損罪嫌移送檢方偵辦上午超商玻璃未修復相關財務損失仍待估算中心得說明字以上原文及網址連結心得或意見字不含標點符號看來特斯拉贏了看來美國車比較勇的都市傳說不是假的當初美規日裔車把國產車撞到凹進去讓大家看到美國車的粗勇,原文連結原文內容懷疑妻討客兄老公怒開特斯拉連衝把撞進超商彰化一對男女吵架吵到情緒失控竟然開車撞超商彰化員林市一對夫妻疑似感情問題昨夜人約在浮圳路間超商前談事情鄭男駕駛白色特斯拉見到妻子坐在友人車並停在停車格內竟直接開車衝撞把撞進超商內造成超商側門玻璃全碎所幸並未波及其他人警方獲報到場將雙方帶回並依強制公共危險及毀損罪嫌移送檢方偵辦所幸當時在落地窗的座位區內無人用餐否則後果不堪設想這起撞超商事件發生在日晚間時分鄭男懷疑妻子張女與友人蕭男關係不尋常立刻打電話質問妻子人在哪裡妻子則回答在全家鄭男開車要找人算帳張女到達後先將車停在超商側門旁停車格內等待鄭男一看到藍色立即用車頭衝撞將車頂到玻璃前還不肯罷手甚至前後連撞次撞擊聲嚇壞了附近住戶及超商內顧客紛紛衝出大馬路而坐在車內人立即打開車門倉皇逃出導致超商側門大片玻璃全碎現場一片狼藉店員也立刻報警警方到場後清查雙方皆無酒駕疑似感情糾紛釀禍後續依強制公共危險及毀損罪嫌移送檢方偵辦上午超商玻璃未修復相關財務損失仍待估算中心得說明字以上原文及網址連結心得或意見字不含標點符號看來特斯拉贏了看來美國車比較勇的都市傳說不是假的當初美規日裔車把國產車撞到凹進去讓大家看到美國車的粗勇,"使用者體驗

這段文字表達了對特斯拉產品的負面評價，因為其在低溫時電池耗電速度太快。這將影響使用者的體驗。"
2023-07-19 18:42:38,新聞北美車廠召回次數榜公布福特起最多影響車輛達萬,原文連結原文內容北美車廠召回次數榜公布福特起最多影響車輛達萬台汽車的妥善率好壞往往是人們購車前必會考量的重點之一儘管國內沒有數據可以佐證其中的差異但在國外卻大不相同近日外媒透過美國國家公路交通安全管理局數據公布了上半年車廠召回次數名單其中福特共有起召回事件最多總計影響萬輛車另外雖然並非召回次數最多的車廠但因基數龐大共計影響萬輛車僅次於福特根據發布的資料上半年福特就已經發生起召回事件最近一次發生在月初因引擎故障有火災疑慮宣布召回輛年休旅以及輛年皮卡接下來是克萊斯勒的起總計影響車輛為萬輛而因高田氣囊受影響的近期也宣布召回萬輛在年到年間生產的車款其中像是系列系列以及由於最長已經出廠年也發出請勿駕駛的公文並請車主盡快連續北美進行維修處理另一個因高田氣囊宣布召回的車廠還有儘管已經替以上車主進行更換但仍有約輛尚未進廠處理當中包括年初期的及至於電動車龍頭特斯拉雖然並未現身榜中但也出現次召回事件共計影響車輛達萬輛論影響數量甚至可以排在第名前名依序為福特克萊斯勒以及心得說明字以上福黑表示大夥進攻囉笑死福特最多召回課程永遠開不完不過福特的品質似乎真的就是不知道該怎麼說,原文連結原文內容北美車廠召回次數榜公布福特起最多影響車輛達萬台汽車的妥善率好壞往往是人們購車前必會考量的重點之一儘管國內沒有數據可以佐證其中的差異但在國外卻大不相同近日外媒透過美國國家公路交通安全管理局數據公布了上半年車廠召回次數名單其中福特共有起召回事件最多總計影響萬輛車另外雖然並非召回次數最多的車廠但因基數龐大共計影響萬輛車僅次於福特根據發布的資料上半年福特就已經發生起召回事件最近一次發生在月初因引擎故障有火災疑慮宣布召回輛年休旅以及輛年皮卡接下來是克萊斯勒的起總計影響車輛為萬輛而因高田氣囊受影響的近期也宣布召回萬輛在年到年間生產的車款其中像是系列系列以及由於最長已經出廠年也發出請勿駕駛的公文並請車主盡快連續北美進行維修處理另一個因高田氣囊宣布召回的車廠還有儘管已經替以上車主進行更換但仍有約輛尚未進廠處理當中包括年初期的及至於電動車龍頭特斯拉雖然並未現身榜中但也出現次召回事件共計影響車輛達萬輛論影響數量甚至可以排在第名前名依序為福特克萊斯勒以及心得說明字以上福黑表示大夥進攻囉笑死福特最多召回課程永遠開不完不過福特的品質似乎真的就是不知道該怎麼說,"產品性價格面

這段文字主要討論的是福特汽車的召回事件，並分析其影響車輛的數量。它並非專注於特定方面，因此不能被歸類為投訴、物流、配套、產品性價格面、安全性能面或使用者體驗方面。"
