artDate,artTitle,artContent,sentence,llm_class
2023-10-01 14:50:50,分享大陸更新配置,內裝更新成跟新一樣氣氛燈輪框儀表內飾官網也改了台灣不知何時上上前會不會有一波德國庫存降價,內裝更新成跟新一樣氣氛燈輪框儀表內飾官網也改了台灣不知何時上上前會不會有一波德國庫存降價,產品性價格面
2023-10-01 17:20:09,新聞兩大原因多家產險業者對承保特斯拉打退,原文連結原文內容兩大原因多家產險業者對承保特斯拉打退堂鼓電動車日益普及其中特斯拉更被認為是電動車的代表不過許多產險業者都對承保特斯拉打退堂鼓到底原因何在產險高層分析第一特斯拉一體成型的車身部分維修很難保險理賠等於要買一台新車的價格另一原因是不少特斯拉車主不願投保竊盜險業者因此顧慮一旦承保特斯拉更難有損益兩平機會業者也說過去幾年愈來愈多的多元計程車為了省油也改用特斯拉顯見特斯拉的熱潮但這幾年下來產險業者更不願意接受這類的投保多元計程車的特斯拉相關理賠也造成產險業者不少損失產險公司即使有承保各種型號的特斯拉但也會特別檢視車主用車的情況例如若只當作短程代步車相對損率會較低但倘若是主要用車又沒有車庫這時產險公司就會評估損率較高一位產險高層指出所謂的特斯拉不保是車體不保但一般的第三責任險各產險公司仍然會承保不過很多產險公司不敢保車體險願意承保的產險公司幾乎沒有損益兩平的主要仍卡在費率的問題但若要拉高保費消費者能否和產險公司取得共識又是另一大問題另一個很大的問題就是買電動車的車主不大會買竊盜險因為不會失竊主要是車子在哪裡手機都可掌控的到所以不會整車失竊比起燃油車被偷機率很低但不買竊盜險保險公司的獲利空間又更低了這些理由加總起來若客戶逆選擇只買全險但竊盜險不買在核保上產險公司也會更嚴謹市場對電動車都有承保但業者指出特斯拉是純電車產險公司在投保時標準會更拉高也較為嚴苛此外保費費率不足也是其中一大問題對此產險公司高層說特斯拉底盤是一體成型的所有模組都是這種零件總承大燈含燈殼燈泡和電線的線阻若是一般的國產車撞破玻璃是修燈殼但如果特斯拉就得整個換車身因此現有保費費率根本不足這位高層說其他高價進口車現在的維修成本也很貴例如新的七系列一個車燈廠商報價就要萬萬元若撞破個車燈就要超過百萬元同樣的特斯拉一旦撞到就是整個模組換掉不能再用板金烤漆來維修而因為這種情況導致特斯拉的車損經常被估為全損等於換一台新的尤其車頭若明顯的損害維修的金額甚至比買一台新的還要來得貴假設車主沒有保險就會去外廠修又會衍生另一個問題產險業者指出最常見的就是拆解成部分維修方式但因為特斯拉電腦組件很多修完之後車上的電腦系統能否維持正常運作外廠沒有辦法保證原廠也不能負責所以車主要有心理準備電腦系統在外廠維修完之後恐怕不見得維持先前的正常運作功能心得說明字以上有特車主出來證實一下特斯拉真的只要撞到去維修就是整台車身全換還有特斯拉真的不怕被偷嗎原文及網址連結心得或意見字不含標點符號,原文連結原文內容兩大原因多家產險業者對承保特斯拉打退堂鼓電動車日益普及其中特斯拉更被認為是電動車的代表不過許多產險業者都對承保特斯拉打退堂鼓到底原因何在產險高層分析第一特斯拉一體成型的車身部分維修很難保險理賠等於要買一台新車的價格另一原因是不少特斯拉車主不願投保竊盜險業者因此顧慮一旦承保特斯拉更難有損益兩平機會業者也說過去幾年愈來愈多的多元計程車為了省油也改用特斯拉顯見特斯拉的熱潮但這幾年下來產險業者更不願意接受這類的投保多元計程車的特斯拉相關理賠也造成產險業者不少損失產險公司即使有承保各種型號的特斯拉但也會特別檢視車主用車的情況例如若只當作短程代步車相對損率會較低但倘若是主要用車又沒有車庫這時產險公司就會評估損率較高一位產險高層指出所謂的特斯拉不保是車體不保但一般的第三責任險各產險公司仍然會承保不過很多產險公司不敢保車體險願意承保的產險公司幾乎沒有損益兩平的主要仍卡在費率的問題但若要拉高保費消費者能否和產險公司取得共識又是另一大問題另一個很大的問題就是買電動車的車主不大會買竊盜險因為不會失竊主要是車子在哪裡手機都可掌控的到所以不會整車失竊比起燃油車被偷機率很低但不買竊盜險保險公司的獲利空間又更低了這些理由加總起來若客戶逆選擇只買全險但竊盜險不買在核保上產險公司也會更嚴謹市場對電動車都有承保但業者指出特斯拉是純電車產險公司在投保時標準會更拉高也較為嚴苛此外保費費率不足也是其中一大問題對此產險公司高層說特斯拉底盤是一體成型的所有模組都是這種零件總承大燈含燈殼燈泡和電線的線阻若是一般的國產車撞破玻璃是修燈殼但如果特斯拉就得整個換車身因此現有保費費率根本不足這位高層說其他高價進車現在的維修成本也很貴例如新的七系列一個車燈廠商報價就要萬萬元若撞破個車燈就要超過百萬元同樣的特斯拉一旦撞到就是整個模組換掉不能再用板金烤漆來維修而因為這種情況導致特斯拉的車損經常被估為全損等於換一台新的尤其車頭若明顯的損害維修的金額甚至比買一台新的還要來得貴假設車主沒有保險就會去外廠修又會衍生另一個問題產險業者指出最常見的就是拆解成部分維修方式但因為特斯拉電腦組件很多修完之後車上的電腦系統能否維持正常運作外廠沒有辦法保證原廠也不能負責所以車主要有心理準備電腦系統在外廠維修完之後恐怕不見得維持先前的正常運作功能心得說明字以上有特車主出來證實一下特斯拉真的只要撞到去維修就是整台車身全換還有特斯拉真的不怕被偷嗎原文及網址連結心得或意見字不含標點符號,"

1. 投訴方面：服務差、態度不好
2. 物流方面：如電動車等貨待久、維修零件等待久
3. 配套方面：如充電樁數量、維修站數量
4. 產品性價格面：如便宜、划算、昂貴等
5. 安全性能面：電動車過熱、火燒車、爆炸、暴衝、失控等
6. 使用者體驗：品質公差、電池低溫耗電快等"
2023-10-01 18:26:06,新聞兩大原因多家產險業者對承保特斯拉打退,就我知道的講一下目前聽過的狀況是其實現在不管你油車電車要投保車體如果不保竊盜就很難讓你核保過關原因就是車體險目前就是不夠賺現在竊盜案件根本沒多少件竊盜險幾乎穩賺順帶一提第三人超虧然後就是特斯拉的維修真的超貴而且價格也踩很硬一弄就是超高維修費特斯拉不給投保車體險我大概年前就聽過了坦白說這個根本不是新聞然後我說說個人感受就是通常開什麼車的人大概率都是那種個性特斯拉的車主普遍算是不好處理的人那線上沒辦法保的要能找到願意處理的業務我看有點難度,就我知道的講一下目前聽過的狀況是其實現在不管你油車電車要投保車體如果不保竊盜就很難讓你核保過關原因就是車體險目前就是不夠賺現在竊盜案件根本沒多少件竊盜險幾乎穩賺順帶一提第三人超虧然後就是特斯拉的維修真的超貴而且價格也踩很硬一弄就是超高維修費特斯拉不給投保車體險我大概年前就聽過了坦白說這個根本不是新聞然後我說說個人感受就是通常開什麼車的人大概率都是那種個性特斯拉的車主普遍算是不好處理的人那線上沒辦法保的要能找到願意處理的業務我看有點難度,投訴方面、產品性價格面、使用者體驗
2023-10-01 20:22:02,新聞特斯拉一體化壓鑄技術雖然省了成本降低,看起來一體壓鑄技術省製造成本但是維修成本加了好幾倍左膠歐盟都會要求智慧手機模組化電池可以更換對於這種無法維修的車子不知道之後會不會有什麼對策,看起來一體壓鑄技術省製造成本但是維修成本加了好幾倍左膠歐盟都會要求智慧手機模組化電池可以更換對於這種無法維修的車子不知道之後會不會有什麼對策,使用者體驗
2023-10-02 10:52:51,新聞兩大原因多家產險業者對承保特斯拉打退,我不知道這是造謠還是道聽塗說這張是我今年六月牽的沒竊盜不過之所以費用低有很大一部分原因是我係數除了有幾個車主真的碰到保險上問題以外有幾個是租賃那保險問題真的難搞非包含在內我個人是沒聽過任何保險困難的問題,我不知道這是造謠還是道聽塗說這張是我今年六月牽的沒竊盜不過之所以費用低有很大一部分原因是我係數除了有幾個車主真的碰到保險上問題以外有幾個是租賃那保險問題真的難搞非包含在內我個人是沒聽過任何保險困難的問題,投訴方面
2023-10-02 23:03:42,問題第一次檢舉三張都沒過求解答,先附上影片抱歉手機找不到上傳一般影片的地方影片也很短用也剛好這個是他內線要右轉直接逼我車雖然知道這張很難成功單看罰鍰很高想給他一個教訓答案結果就是沒過不過算了可是接下來兩張很扯他沒有先行駛到外側車道右轉並且也跨越雙白線了結果這兩張居然都沒成功請問我想再往上檢舉可以採取什麼方法警察朋友跟我說可以打去執法大隊問看看請問這種檢舉的敘述內容要怎麼描述比較容易成立啊我只知道他是跨越雙白線之類的但要用哪個法條老實說老百姓很難知道吧這台特斯拉我一定要讓他收到罰單拜託各位了氣死,先附上影片抱歉手機找不到上傳一般影片的地方影片也很短用也剛好這個是他內線要右轉直接逼我車雖然知道這張很難成功單看罰鍰很高想給他一個教訓答案結果就是沒過不過算了可是接下來兩張很扯他沒有先行駛到外側車道右轉並且也跨越雙白線了結果這兩張居然都沒成功請問我想再往上檢舉可以採取什麼方法警察朋友跟我說可以打去執法大隊問看看請問這種檢舉的敘述內容要怎麼描述比較容易成立啊我只知道他是跨越雙白線之類的但要用哪個法條老實說老百姓很難知道吧這台特斯拉我一定要讓他收到罰單拜託各位了氣死,"安全性能面

檢舉方法：

* 提供具體的證據影片，顯示特斯拉駕駛違規的行為。
* 明確指明特斯拉駕駛違規的具體行為，包括右轉時未保持安全距離、跨越雙白線等。
* 提供檢舉時間和地點。
* 說明特斯拉駕駛違規可能造成的危害。

檢舉敘述內容：

* 「特斯拉駕駛在特定時間、地點進行右轉時，未保持安全距離，並cito出雙白線，造成潛在的交通安全威脅。」
* 「特斯拉駕駛的行為不符合交通法規，並可能對其他駕駛或行人造成危害。」
* 「我認為特斯拉駕駛的行為構成交通違規，應受到適當的處罰。」"
2023-10-03 11:54:42,新聞特斯拉台灣正式展出,原文連結原文內容台灣特斯拉今日起開放靜態展示又稱為這是一款人形機器人可以完成對人類而言重複乏味或危險的工作的設計靈感源自於人類的形態因此它可以使用人類的工具運送物品並在工廠內工作採用了與車輛相同的人工智慧技術使其能夠安全且高效地在現實世界中移動致力於人工智慧技術與機器人開發領域在年首次公開機器人計畫人工智慧機器人身高體重配備最新硬體科技且可不斷透過線上軟體更新的電動車同樣受益於持續精進的人工智慧技術使得包括自動輔助駕駛系統在內的功能皆能與時俱進提供給所有車主最便捷智慧的純電生活起機器人模型搶先於台北內湖服務體驗中心展出起將同步進駐台中台南高雄等地服務體驗中心開放靜態展示開放時間週一至週五心得說明字以上特斯拉機器人和自動輔助駕駛一樣的技術用上了純視覺也可以更新可惜只有靜態展示原文及網址連結心得或意見字不含標點符號,原文連結原文內容台灣特斯拉今日起開放靜態展示又稱為這是一款人形機器人可以完成對人類而言重複乏味或危險的工作的設計靈感源自於人類的形態因此它可以使用人類的工具運送物品並在工廠內工作採用了與車輛相同的人工智慧技術使其能夠安全且高效地在現實世界中移動致力於人工智慧技術與機器人開發領域在年首次公開機器人計畫人工智慧機器人身高體重配備最新硬體科技且可不斷透過線上軟體更新的電動車同樣受益於持續精進的人工智慧技術使得包括自動輔助駕駛系統在內的功能皆能與時俱進提供給所有車主最便捷智慧的純電生活起機器人模型搶先於台北內湖服務體驗中心展出起將同步進駐台中台南高雄等地服務體驗中心開放靜態展示開放時間週一至週五心得說明字以上特斯拉機器人和自動輔助駕駛一樣的技術用上了純視覺也可以更新可惜只有靜態展示原文及網址連結心得或意見字不含標點符號,使用者體驗
2023-10-03 12:15:43,新聞第三季掛牌數突破輛,原文連結原文內容以超高安全性與寬敞空間深受車主喜愛連續七個月蟬聯台灣電動車銷售冠軍自去年月首批交付至今已正式在台突破一萬名車主心得說明字以上路上的好像真的頗多反而之前聽說今年要交台的好像路上都還沒看到不知道開始交車了沒原文及網址連結心得或意見字不含標點符號,原文連結原文內容以超高安全性與寬敞空間深受車主喜愛連續七個月蟬聯台灣電動車銷售冠軍自去年月首批交付至今已正式在台突破一萬名車主心得說明字以上路上的好像真的頗多反而之前聽說今年要交台的好像路上都還沒看到不知道開始交車了沒原文及網址連結心得或意見字不含標點符號,使用者體驗
2023-10-03 12:44:12,問題重機議題干汽車版什麼事情,引述大在推文區補充的之後改完更多人去騎方便的大重通勤不是減少汽車的行車糾紛量附上昨天的行車影片這條台線往南我的通勤時段大概一天平均碰一台重機大概這兩個禮拜遇到的都是這種騎法我認為看起來遲早出現事故跟我說會減少行車糾紛量我是很難認同超我的車不是重點是影片後段鑽車縫有看過人說沒有釣魚只是把餌放在那現在是餌還在工廠裡魚就自己游上岸了世界奇觀是我設想不夠周到這不就又自己來咬餌了倒也不是也有那種不超車的不過他就是緊緊黏著前車我只能判斷他快沒油了需要有人幫破風但是常見的是比這更遠的距離更慢的速度機車騎士還想要檢舉別人逼車呢你看版上那篇說他一定要檢舉特斯拉的這帳號反串太多了相信這次也不例外吧,引述大在推文區補充的之後改完更多人去騎方便的大重通勤不是減少汽車的行車糾紛量附上昨天的行車影片這條台線往南我的通勤時段大概一天平均碰一台重機大概這兩個禮拜遇到的都是這種騎法我認為看起來遲早出現事故跟我說會減少行車糾紛量我是很難認同超我的車不是重點是影片後段鑽車縫有看過人說沒有釣魚只是把餌放在那現在是餌還在工廠裡魚就自己游上岸了世界奇觀是我設想不夠周到這不就又自己來咬餌了倒也不是也有那種不超車的不過他就是緊緊黏著前車我只能判斷他快沒油了需要有人幫破風但是常見的是比這更遠的距離更慢的速度機車騎士還想要檢舉別人逼車呢你看版上那篇說他一定要檢舉特斯拉的這帳號反串太多了相信這次也不例外吧,"使用者體驗

原因：文本批評電動車的使用者體驗，指電動車的騎手們可能會與其他交通工具發生碰撞，並表達對特斯拉行車糾紛量的疑慮。"
2023-10-03 12:46:50,問題交車問題,上個月月剛去訂了一台業務很明確的說目前沒有車交車時間是月但是幾號不確定可以延一次大概會是間隔三個月因為我社區還沒有拉充電公用線所以我覺得這個時間對我來說很剛好我月可以考慮一次要不要延後但是前兩天收到了簡訊叫我去交車我訂車才剛一個月而且我人不在國內跟銷售業務講的不一樣問了銷售業務沒有回我兩天了也沒看訊息問了交車業務只有回說可以延一次但是什麼時候不知道其他的問題完全不回也不看我目前當然可以先延一次但是我的問題是他如果下個月或下兩週又叫我去交車的話該怎麼辦這時程根本跟銷售講的完全不一樣如果沒辦法交車不就要被沒收訂金遇到這種可以怎麼處理呢不好意思有先爬文交車提早之類的沒有看到結果第一次買車有點緊張謝謝,上個月月剛去訂了一台業務很明確的說目前沒有車交車時間是月但是幾號不確定可以延一次大概會是間隔三個月因為我社區還沒有拉充電公用線所以我覺得這個時間對我來說很剛好我月可以考慮一次要不要延後但是前兩天收到了簡訊叫我去交車我訂車才剛一個月而且我人不在國內跟銷售業務講的不一樣問了銷售業務沒有回我兩天了也沒看訊息問了交車業務只有回說可以延一次但是什麼時候不知道其他的問題完全不回也不看我目前當然可以先延一次但是我的問題是他如果下個月或下兩週又叫我去交車的話該怎麼辦這時程根本跟銷售講的完全不一樣如果沒辦法交車不就要被沒收訂金遇到這種可以怎麼處理呢不好意思有先爬文交車提早之類的沒有看到結果第一次買車有點緊張謝謝,"投訴方面

原因：文本中表示與銷售業務溝通不良，導致訂車時間不確定，並表達了對銷售業務溝通不周全和取消訂金的疑慮。"
